language	year	period	date	sentence
german	2021	Pre-ChatGPT	2021-09-15	Abends finden Sie in einer scheinbar ausweglosen Lage eine rasche Lösung.
german	2021	Pre-ChatGPT	2021-11-28	Aber alles in allem muss man sagen: Der Konsens überwiegt.
german	2021	Pre-ChatGPT	2021-02-16	Aber andererseits war Adenauer in der Zeit nach dem Ersten Weltkrieg ein energischer Befürworter einer Abtrennung Westdeutschlands von Preußen unter französischem Protektorat.
german	2021	Pre-ChatGPT	2021-11-23	Aber an diesem Tag machte er alles möglich.
german	2021	Pre-ChatGPT	2021-01-12	Aber Anina und Johanna sind gut in Form.
german	2021	Pre-ChatGPT	2021-12-11	Aber auch beim Großteil der immerhin 22 ausgestellten Bilder.
german	2021	Pre-ChatGPT	2021-07-02	Aber auch eine nicht ideale Isolierung oder große Fensterfronten ohne verdunkelnde Vorhänge oder Rollos können dazu beitragen, dass die Temperatur drinnen nicht mehr angenehm ist.
german	2021	Pre-ChatGPT	2021-03-22	Aber auch einige Smartphones lassen sich, laut dem Test, recht gut an Alterserscheinungen anpassen.
german	2021	Pre-ChatGPT	2021-04-27	Aber auch Erfreuliches gab es bei der Olper Wehr, so die Indienststellung zweier neuer Fahrzeuge.
german	2021	Pre-ChatGPT	2021-06-30	Aber auch hier gilt: Alles was ablenkt - z.B. das Smartphone - sollte lieber weggeräumt werden.
german	2021	Pre-ChatGPT	2021-12-19	Aber auch historisch hat die Region viel zu bieten mit zahlreichen Kirchen geschmückt mit der lokalen Holzschnitzkunst.
german	2021	Pre-ChatGPT	2021-03-05	Aber auch in den Mittelgebirgen könnte wieder die ein oder andere Flocke vom Himmel fallen.
german	2021	Pre-ChatGPT	2021-01-05	Aber auch unsichtbare und nichtsdestotrotz lebenswichtige Auswirkungen des Mondes prägen unser Leben: Der stabilisiert das Klima auf der Erde - und ermöglichte so vielleicht sogar die Entstehung von Leben auf unserem Planeten.
german	2021	Pre-ChatGPT	2021-01-04	Aber bei der Kostenentwicklung sei Bayern weiter abgerutscht.
german	2021	Pre-ChatGPT	2021-09-02	Aber beides ist leider eher Murks, nicht TÜV-geprüft.
german	2021	Pre-ChatGPT	2021-06-29	Aber Betroffenheit hilft den Opfern am Ende nicht.
german	2021	Pre-ChatGPT	2021-09-08	Aber bis jetzt scheinen sie überzeugt zu sein.
german	2021	Pre-ChatGPT	2021-02-21	Aber damit setzt sich niemand gern auseinander, das schiebt man gern weg.
german	2021	Pre-ChatGPT	2021-01-06	Aber das Drehprogramm ist manchmal sehr dicht und anstrengend, sodass Freundschaften in diesem Beruf leider nicht immer einfach sind.
german	2021	Pre-ChatGPT	2021-10-29	Aber das hat einfach mit den Jahreszeiten zu tun.
german	2021	Pre-ChatGPT	2021-01-07	Aber das ist nur eine Momentaufnahme und gilt auch nur für die Bücherinsel.
german	2021	Pre-ChatGPT	2021-05-17	Aber das scheint kaum der dem zu Grunde liegende EA'sche Team-Gedanke zu sein.
german	2021	Pre-ChatGPT	2021-03-16	Aber das Vorgehen der Kräfte von außen wird als äußerst destruktiver Eingriff wahrgenommen.
german	2021	Pre-ChatGPT	2021-06-21	Aber das war mehr deswegen, weil unsere Jungs am Anfang noch in der Findungsphase waren und das 0:3 gegen Italien aus den Köpfen musste.
german	2021	Pre-ChatGPT	2021-09-05	Aber das Wetter war für uns nicht gut, abends war es viel zu kalt.
german	2021	Pre-ChatGPT	2021-07-21	Aber der Ausschuss werde sie als Zeugen einladen, damit sie ihm Fragen beantworteten.
german	2021	Pre-ChatGPT	2021-05-08	Aber der Sohn des siebenmaligen Weltmeisters Michael Schumacher macht im Haas das Beste daraus.
german	2021	Pre-ChatGPT	2021-01-10	Aber der Testautomat wird auch von Einheimischen gut genützt.
german	2021	Pre-ChatGPT	2021-08-10	Aber die beiden haben sich so gut auf mich eingestellt, dass ein Außenstehender gar nichts sieht.
german	2021	Pre-ChatGPT	2021-03-11	Aber die Branchen seien sehr unterschiedlich mit der Pandemie zurechtgekommen: „Die Betriebe schwanken zwischen Hoffen und Bangen.“
german	2021	Pre-ChatGPT	2021-05-17	Aber die Rechte von Kindern sind in der Datenschutz-Grundverordnung – also unserem Gesetz, das das alles regelt – ganz besonders geschützt.
german	2021	Pre-ChatGPT	2021-05-31	Aber die wahre Motivation kommt von der Leidenschaft fürs Racing.
german	2021	Pre-ChatGPT	2021-08-09	Aber dort, wo getanzt und gezecht wurde, war im Dezember 1941 auch die Sammelstelle für 403 jüdische Männer, Frauen und Kinder aus Münster und Umgebung, die ihre Deportation erwarteten.
german	2021	Pre-ChatGPT	2021-03-21	Aber eigentlich, und das spricht für den Fußball-Regionalligisten, sind die Ansprüche in den vergangenen Wochen und Monaten wieder gewachsen.
german	2021	Pre-ChatGPT	2021-02-21	Aber ein Glas guter Rotwein, ein Primitivo, das liegt ja drin, oder?
german	2021	Pre-ChatGPT	2021-05-28	Aber er habe seinen Hut in den Ring geworfen, um bereits vor der Bundestagswahl im September für Klarheit zu sorgen.
german	2021	Pre-ChatGPT	2021-11-19	Aber erstmal sollte man an eine andere Saison zurückdenken.“
german	2021	Pre-ChatGPT	2021-05-18	Aber es gibt Reiserücktrittsversicherungen, die teilweise auch Corona einschließen.“
german	2021	Pre-ChatGPT	2021-11-20	"Aber es ist natürlich großartig, die Saison mit einem Podest zu beginnen"", sprach sie die Disziplinwertung an."
german	2021	Pre-ChatGPT	2021-10-03	Aber es könne schon mal zugehen „wie in einer lauten Familie“ gibt er zu.
german	2021	Pre-ChatGPT	2021-07-08	Aber es stellt sich immer wieder die Gretchenfrage des Aktiengeschäfts: Welche Tech-Papiere sind jetzt die richtigen?
german	2021	Pre-ChatGPT	2021-09-01	Aber für noch ambitioniertere Klima-Pläne brauche es eben Mehrheiten, sagt Baerbock – und klingt dabei fast wie Angela Merkel.
german	2021	Pre-ChatGPT	2021-10-24	Aber genau das freute den Fußball-Lehrer mit Blick auf seinen Job als Entwickler der Talente.
german	2021	Pre-ChatGPT	2021-12-04	Aber Gerstner und alle anderen Kicker sind ihm nicht gram.
german	2021	Pre-ChatGPT	2021-03-18	Aber haben Sie die neueste Fassung des Epidemiegesetzes gelesen?
german	2021	Pre-ChatGPT	2021-10-25	Aber hat Pascals Ex-Frau Denise, die Mutter seines Sohnes (3), seine neue Flamme schon getroffen?
german	2021	Pre-ChatGPT	2021-07-29	Aber ich bin nicht wegen der Aussicht gekommen.
german	2021	Pre-ChatGPT	2021-07-31	Aber ich denke, wir sind an einem Punkt angelangt, an dem wir daran arbeiten müssen, um für den Rest der Saison weniger Unfälle zu haben.
german	2021	Pre-ChatGPT	2021-02-07	Aber ich finde auch, dass man dann sagen muss: Du kriegst nur die Fördermittel, wenn Du klarmachst, dass Du einen Tarifvertrag mit der IG Metall abschließt und Mitbestimmung zulässt.
german	2021	Pre-ChatGPT	2021-01-12	Aber ich habe in diesen schwierigen Zeiten gemerkt, dass ich den Stein bewegen und Berge erklimmen kann.
german	2021	Pre-ChatGPT	2021-08-23	Aber ich habe mich per Brief an alle Regierungschefinnen und ‑chefs der Länder gewandt.
german	2021	Pre-ChatGPT	2021-03-10	Aber ich hätte sonst nichts zu essen», gesteht der 60-jährige Giovanni Altieri.
german	2021	Pre-ChatGPT	2021-11-19	"Aber ich lasse mich gerne überraschen"", so Schumacher, der den Freitag auf P19 beendete."
german	2021	Pre-ChatGPT	2021-10-12	Aber ich werde mich dezent im Hintergrund aufhalten.
german	2021	Pre-ChatGPT	2021-07-29	Aber im Ziel ist es trotzdem zunächst Platz 2. Ihre 111.13 hätte auch ohne die Strafe nicht für Platz eins gereicht.
german	2021	Pre-ChatGPT	2021-06-15	Aber in seinem Kopf hat sich ein lebensbedrohliches Blutgerinnsel gebildet, das operiert werden muss.
german	2021	Pre-ChatGPT	2021-09-13	Aber insgesamt haben die Bayern eine Mannschaft, mit der sie mit allen Großen konkurrieren können.
german	2021	Pre-ChatGPT	2021-06-16	Aber in welchen Maschinen reisen die Staatschefs eigentlich in die Schweiz?
german	2021	Pre-ChatGPT	2021-06-19	Aber Kimmich zieht es intuitiv in die Mitte.
german	2021	Pre-ChatGPT	2021-04-25	Aber klar, mal wieder zusammensitzen und etwas in einer grösseren Gruppe zu trinken, das wäre schön.
german	2021	Pre-ChatGPT	2021-05-30	Abermals stand der Bebauungsplan „Am Steinkopf“ auf der Tagesordnung des Gemeinderates Singhofen.
german	2021	Pre-ChatGPT	2021-09-10	Aber mein Mann und meine Kinder wollten unbedingt hier herziehen.
german	2021	Pre-ChatGPT	2021-09-27	Aber natürlich brauche man auch das nötige Glück, sagt er, und verweist auf den ersten Spieltag in Nieder-Wiesen – da gelang in der Nachspielzeit der Siegtreffer.
german	2021	Pre-ChatGPT	2021-11-19	Aber natürlich sind wir auch um das gesundheitliche Wohl unserer Mitglieder besorgt.
german	2021	Pre-ChatGPT	2021-08-04	"Aber nicht zurück zu können und deine Familie und Freunde nicht sehen zu können, ist nicht ideal"", sagt er."
german	2021	Pre-ChatGPT	2021-04-27	Aber RAND gibt zu bedenken, dass das zwar Probleme für Russland schaffen könnte, aber wohl zu ungleich höheren Kosten für den Westen führen würde, da das Gebiet nach einer Vereinigung mit Moldawien massive Wirtschaftshilfe brauchen würde.
german	2021	Pre-ChatGPT	2021-03-30	Aber sich nur die Rosinen aus dem Kuchen zu picken die das eigene Weltbild untermauern ist halt einfacher.
german	2021	Pre-ChatGPT	2021-08-26	Aber sie erinnere sich «gut daran, wie sie das erste Mal im Gemeindehaus wählen ging – sonst war immer nur mein Vater dort drin verschwunden, und wir Kinder warteten draussen und wunderten uns, was er da wohl machte.
german	2021	Pre-ChatGPT	2021-01-12	Aber sie erreichen letztlich nicht diese spielmechanische Tiefe von For Honor, die eher mit Street Fighter oder Mortal Kombat verwandt ist, als mit Ego-Shootern.
german	2021	Pre-ChatGPT	2021-07-02	Aber solche Bedenken sind sicher durch ein großzügiges Gehalt und durch eine großzügige Provision an den Berater zu zerstreuen.
german	2021	Pre-ChatGPT	2021-06-25	Aber so viele Gewitterzellen, die über das ganze Bundesland hinwegzogen, habe ich noch nie erlebt!
german	2021	Pre-ChatGPT	2021-09-19	"Aber so war es eines der unterhaltsamsten Rennen, die ich je gefahren bin"", betont Quartararo."
german	2021	Pre-ChatGPT	2021-01-16	Aber Tests können auch eine sehr trügerische Sicherheit geben, je nachdem, wann sie gemacht wurden.
german	2021	Pre-ChatGPT	2021-12-02	Aber: Ungeimpfte Personen zwischen 18 und 59 Jahren haben mit rund 3500 eine wesentlich höhere Inzidenz.
german	2021	Pre-ChatGPT	2021-12-21	Aber viele Menschen scheitern immer wieder daran, das perfekte Ei zu machen.
german	2021	Pre-ChatGPT	2021-08-24	Aber was ist daran schlecht gewesen und wieso sollte es sich nicht wiederholen?
german	2021	Pre-ChatGPT	2021-02-01	Aber weil sich das Universum in den vergangenen knapp 14 Milliarden Jahren ausgedehnt hat, hat sich auch diese Strahlung “verdünnt”.
german	2021	Pre-ChatGPT	2021-11-15	"Aber wenn Ferrari so punktet wie hier, dann hilft es uns nicht weiter"", gibt Norris zu."
german	2021	Pre-ChatGPT	2021-11-12	«Aber, wenn überhaupt, wird Basel höchstens noch ein kleines Anhängsel zum grossen Event in Genf sein.»
german	2021	Pre-ChatGPT	2021-07-08	Aber wer das eben nicht hat, kann in der Not auch zu einem schnell aufgehängten Laken greifen – am besten in hellen Farben oder in Weiß.
german	2021	Pre-ChatGPT	2021-04-19	Aber wir haben praktisch keine validen Daten darüber, wie sich die Einkommens- und Wohnsituation von Armen auf ihre Gesundheit in der Corona-Krise auswirkt.
german	2021	Pre-ChatGPT	2021-11-27	Aber wir wissen, dass unsere Arbeit noch nicht beendet ist und dass noch mehr getan werden muss.
german	2021	Pre-ChatGPT	2021-01-03	Aber wir wissen, was das Ziel ist und mit jedem Sieg kommen wir dem ein bisschen näher.“
german	2021	Pre-ChatGPT	2021-05-30	Aber zu den deutschen Torhütern wie Marc-André ter Stegen, Bernd Leno oder Manuel Neuer hat man schon immer aufgeschaut - und so ist es letztlich auch immer noch.
german	2021	Pre-ChatGPT	2021-12-09	Aber zumindest hatten wir zur Bundestagswahl unser „Manifest für eine feministische Außenpolitik“ herausgebracht: Darin wurde auf 80 Seiten erklärt, was FFP für Deutschland bedeuten könnte.
german	2021	Pre-ChatGPT	2021-11-26	Ab Freitag bis Jahresende kann man die Festtagspost mit Sonderstempeln versehen lassen.
german	2021	Pre-ChatGPT	2021-11-14	Abgelenkt von ihrem Smartphone laufen Menschen gegen Straßenschilder, Autofahrer krachen wegen überhöhter Geschwindigkeit, Müdigkeit oder Trunkenheit gegen Bäume – und ja, auch Vögel knallen regelmäßig in Windkraftanlagen.
german	2021	Pre-ChatGPT	2021-09-23	Abgeordneter Gerhard Razborcan (SP) sieht bei der Mobilität in Niederösterreich „einiges im Argen“.
german	2021	Pre-ChatGPT	2021-01-08	"Abgesehen davon: ""Dabei lernen die jungen Leute jenes selbstständige Arbeiten, das gerade jetzt so zentral ist."
german	2021	Pre-ChatGPT	2021-07-22	Abgesehen davon gibt es dort nur beschränkte Parkplatzkapazitäten.
german	2021	Pre-ChatGPT	2021-12-17	Abgesehen von einem herkulischen Staunen, wie man einen Dürrenmatt derart verjazzen kann?
german	2021	Pre-ChatGPT	2021-08-05	Abhängig von der Corona-Inzidenz kann es in einzelnen Orten aber jederzeit zu Einschränkungen kommen, auch zur Beschränkung der Zahl der Gäste in Restaurants.
german	2021	Pre-ChatGPT	2021-02-21	Ab Juni will das Land an allen Schulen kostenlos Tampons und Binden zur Verfügung stellen.
german	2021	Pre-ChatGPT	2021-06-10	Ab kommenden Montag wird das Portal Mein-Apothekenmanager.de freigeschaltet.
german	2021	Pre-ChatGPT	2021-06-30	Ab kommender Woche könnte deswegen Impfstoff übrig bleiben.
german	2021	Pre-ChatGPT	2021-01-20	Ab Mitte März ist mit dem Ausbruch der Pandemie weltweit der Flugverkehr zusammengebrochen und damit natürlich auch am Flughafen Linz.
german	2021	Pre-ChatGPT	2021-06-18	Abschliessend erklärte sipcall, wie eine reibungslose Migration zur Microsoft Teams-Telefonie funktioniert und die dazu notwendigen Schritte.
german	2021	Pre-ChatGPT	2021-01-02	Ab sofort wird jeden Tag lang noch bis Mitte der Woche kontrolliert, ob das Tier in eine der Klebefallen oder Mehlflächen im Keller hinein gegangen ist.
german	2021	Pre-ChatGPT	2021-12-21	Ab Sommer 2022 wird der Silvretta Park Montafon um ein direkt angebundenes Hotel mit öffentlichem Restaurant ergänzt.
german	2021	Pre-ChatGPT	2021-12-16	Abt Cupra XE hat keine Titelchancen mehr, kämpft aber noch um einen Platz in den Top 3 der Gesamtwertung.
german	2021	Pre-ChatGPT	2021-04-13	Abwehrspieler Meier fehlte bereits aufgrund muskulärer Probleme, die sich im Rahmen der Untersuchung nun als schwerwiegender herausstellten.
german	2021	Pre-ChatGPT	2021-11-20	Achim Fratzke ergänzte, dass der Bau die Parkplatzsituation vor Ort qualitativ und quantitativ verbessere.
german	2021	Pre-ChatGPT	2021-03-11	Achte dabei darauf, dass die Lücke in der Mitte auch nach dem Backen noch groß genug ist, um ein Ei reinzulegen.
german	2021	Pre-ChatGPT	2021-09-27	Acht Prozent sehen den Klimawandel als übertrieben dargestellt, lediglich sechs Prozent sind der Ansicht, es gebe ihn nicht.
german	2021	Pre-ChatGPT	2021-04-30	Acht von zehn Befragten etwa befürworten den Präsenzbetrieb an Schulen, um jungen Menschen Sozialkontakte zu ermöglichen.
german	2021	Pre-ChatGPT	2021-01-31	ACM RESEARCH-Aktie komplett kostenlos handeln - auf Smartbroker.
german	2021	Pre-ChatGPT	2021-08-06	Action-Adventure Guardians of the Galaxy entführt euch nicht nur auf verschiedene Planeten, sondern lässt euch auf auch eine illustre Auswahl an Charaktere treffen.
german	2021	Pre-ChatGPT	2021-09-08	Afrikas Kontinentalverband CAF hat sich bereits für eine Verkürzung des WM-Rhythmus ausgesprochen, auch aus Asien gibt es Unterstützung.
german	2021	Pre-ChatGPT	2021-01-01	Ähnlich auch Argon Galimunas: Auch er ist letztlich über das Handelsabkommen froh – es sei besser als ein harter Schnitt.
german	2021	Pre-ChatGPT	2021-12-06	Ähnlich äußerte sich Sportdirektor Michael Zorc auf Nachfrage: „Wir stehen voll hinter ihm.
german	2021	Pre-ChatGPT	2021-12-23	Ähnliches berichten Iris und Bernd Wolzenburg aus Haiger in Hessen.
german	2021	Pre-ChatGPT	2021-02-03	Ähnlich im Norden und Osten Bayerns: Hier steigt die Hochwassergefahr nach einer Phase der Entspannung zunächst wieder.
german	2021	Pre-ChatGPT	2021-11-16	Ähnlich soll der Auftritt in Rostock gestaltet werden, bei einem Aufsteiger, der mit einem Paukenschlag in die Liga zurückgekehrt ist.
german	2021	Pre-ChatGPT	2021-07-06	Ähnlich wie in der ersten Variante würde hier der motorisierte Verkehr mit einem Fahrstreifen je Richtung abgewickelt, aber auch mit einer einseitigen Lieferzone.
german	2021	Pre-ChatGPT	2021-04-29	"Airbus-CFO: ""Es ist zu noch früh, den Sieg auszurufen"
german	2021	Pre-ChatGPT	2021-07-16	Aktien Frankfurt: Dax nach Rücksetzer wenig bewegt FRANKFURT (dpa-AFX) - Der Dax hat am Freitag mehr oder weniger auf der Stelle getreten.
german	2021	Pre-ChatGPT	2021-08-19	Aktien in diesem Artikel anzeigenIn den drei Monaten bis Ende Juli erhöhte der Konzern den Umsatz im Jahresvergleich um 68 Prozent auf den Rekordwert von 6,5 Milliarden Dollar (5,6 Mrd Euro), wie er am Mittwoch nach US-Börsenschluss mitteilte.
german	2021	Pre-ChatGPT	2021-09-18	Aktuell beschäftigt die Firma Redl 85 Mitarbeiterinnen und Mitarbeiter.
german	2021	Pre-ChatGPT	2021-05-10	Aktuellen Planungen zufolge wird es nur zwei Alien-Raumschiffe geben, die noch größer werden.
german	2021	Pre-ChatGPT	2021-03-24	Aktuell finden im Online-Shop von Amazon die Oster-Angebote statt, die bis 31. März gültig sind.
german	2021	Pre-ChatGPT	2021-09-23	Aktuell hat er einen Termin mit seinem sorbischen Oktett in Dresden, um drei Titel mit der Banda Communale aufzunehmen.
german	2021	Pre-ChatGPT	2021-04-07	Aktuell ist die derzeit höchste Stufe acht des Stufenplans aktiviert, die 310 intensivmedizinische Betten für die Betreuung von Covid-Patienten vorsieht.
german	2021	Pre-ChatGPT	2021-08-01	Aktuell ist er schon mit den Vorbereitungen für die Gemeinderatswahlen im Herbst 2022 beschäftigt.
german	2021	Pre-ChatGPT	2021-12-16	Aktuell läuft kein Verfahren im Bereich Wasser gegen Luxemburg, das letzte wurde jedoch erst im Juli 2021 abgeschlossen.
german	2021	Pre-ChatGPT	2021-08-26	"Aktuell liegt der Fokus auf produktionstechnischen Fragen und der Qualitätskontrolle"", sagte Ullrich."
german	2021	Pre-ChatGPT	2021-06-02	Aktuell liegt die 7-Tage-Inzidenz für das Bundesland Oberösterreich bei 36,20 pro 100.000 Einwohner.
german	2021	Pre-ChatGPT	2021-04-15	Aktuell sind vier Familien mit jeweils mehrere Angehörigen im Alter zwischen neun und 81 Jahren betroffen.
german	2021	Pre-ChatGPT	2021-04-20	Alam hat die Rechte für sein Werk für 500 Euro ins Internet gestellt.
german	2021	Pre-ChatGPT	2021-02-22	Alexander Lukaschenko bedankte sich für die Zusammenarbeit in der Bildung, insbesondere für die Ausbildung belarussischer Studenten an russischen Universitäten.
german	2021	Pre-ChatGPT	2021-05-30	"Alfred Dorfer wird das neue Format ""Bühne im Gespräch"" eröffnen."
german	2021	Pre-ChatGPT	2021-12-12	Alidou wird indes von der halben Bundesliga gejagt.
german	2021	Pre-ChatGPT	2021-01-31	"Allak meinte nun: ""Wir sehen Continental grundsätzlich auf relevanten Märkten gut aufgestellt, es gibt ein vielversprechendes Produktportfolio."
german	2021	Pre-ChatGPT	2021-05-20	Alle aktuellen Zahlen und FälleOffiziell genesen (Stand 20. Mai, 9:30 Uhr) sind bisher 619.756 Personen, nach Bundesländern: Burgenland (17.684), Kärnten (38.450), Niederösterreich (105.024), Oberösterreich.
german	2021	Pre-ChatGPT	2021-05-05	Alle anderen greifen die typischen Charakter-Konzepte auf, die man so in jedem zweitklassigen Rollenspiel finden kann.
german	2021	Pre-ChatGPT	2021-12-21	Alle Baumhäuser beeindrucken mit gehobener Ausstattung wie Whirlpool, Dachterrasse mit Lounge-Möbeln und allergikerfreundlichem Bettzeug aus Alpakawolle.
german	2021	Pre-ChatGPT	2021-04-12	Alle Beteiligten wollen, dass die Kür nun schnell passiert.
german	2021	Pre-ChatGPT	2021-01-15	Alle Bevölkerungsschichten erkrankten, die meisten Toten waren ältere Menschen.
german	2021	Pre-ChatGPT	2021-11-13	"Alle Bürgerinnen und Bürger sollten für sich entscheiden, ob sie in diesem Winter an Weihnachtsfeiern oder an Karnevalssitzungen teilnehmen wollen"", sagte die SPD-Politikerin den Zeitungen der Funke Mediengruppe (Samstag)."
german	2021	Pre-ChatGPT	2021-02-08	Alle für den Donnerstag anberaumten Partien wurden abgesagt.
german	2021	Pre-ChatGPT	2021-08-10	Allein beim letzten Streik vor sechs Jahren legten die Lokführer über einen Zeitraum von neun Monaten an 21 Tagen die Arbeit nieder.
german	2021	Pre-ChatGPT	2021-05-13	Allein der Ausgang in der parallelen Rechtssache Engie zeigt, dass Richter bei Steuerdeals so oder so entscheiden.
german	2021	Pre-ChatGPT	2021-02-19	Allein die Nettozinserträge aus Währungsreserven gingen wegen geringerer Einnahmen aus dem Dollar-Portfolio um 578 Millionen Euro auf 474 Millionen Euro zurück.
german	2021	Pre-ChatGPT	2021-02-13	Allein Dodi Lukebakio schoss in der ersten Hälfte aufs Tor – allerdings links vorbei und schon in der dritten Minute.
german	2021	Pre-ChatGPT	2021-06-14	Allein im linksrheinischen Rhein-Sieg-Kreis verlassen jedes Jahr bis zu 70 Jugendliche die Schule ohne Abschluss.
german	2021	Pre-ChatGPT	2021-09-10	Allein in Bad Bramstedt im Kreis Segeberg rückte die Feuerwehr zu mehr als 50 Einsätzen aus.
german	2021	Pre-ChatGPT	2021-06-10	Allein in Deutschland sind es nach unseren Schätzungen über 175 Milliarden Euro.
german	2021	Pre-ChatGPT	2021-11-27	Allein sein Eingangsstatement bedingte blankes Unverständnis bei vielen Anhängern, die ihrer Wut im Netz freien Lauf ließen.
german	2021	Pre-ChatGPT	2021-03-25	Alle Muslime, die gesund sind und das Fasten ohne gesundheitliche Einschränkungen durchführen können, sind ab der Pubertät angehalten, zu fasten.
german	2021	Pre-ChatGPT	2021-08-24	Allen voran die Grünliberalen störten sich daran, dass der Kanton für die gesamten Sanierungskosten aufkommen soll.
german	2021	Pre-ChatGPT	2021-08-12	Alle paar Minuten fahren Busse vor und entlassen jeweils einen Schwall von Kindern.
german	2021	Pre-ChatGPT	2021-09-03	Alle Probleme, die es schon gebe, würden sich zuspitzen.
german	2021	Pre-ChatGPT	2021-01-10	Allerdings äußerte er Zweifel an der Wirksamkeit der Amtsenthebung und machte seine Besorgnis deutlich, die könnten ein solches Verfahren „politisieren“ wollen.
german	2021	Pre-ChatGPT	2021-06-01	Allerdings besitzen deutlich mehr Männer eine höhere Berufsausbildung als Frauen: 22,2 Prozent stehen 10,3 Prozent gegenüber.
german	2021	Pre-ChatGPT	2021-08-19	Allerdings fielen ihm derzeit vermehrt Baufahrzeuge auf und es hätten Bauarbeiten mit Ampelbetrieb im Bereich der Bahnunterführung für zusätzliche Störung gesorgt.
german	2021	Pre-ChatGPT	2021-03-21	Allerdings gab es Mitte 2018 in dem 34-Millionen-Einwohner-Land lediglich fünf Fahrschulen für Frauen.
german	2021	Pre-ChatGPT	2021-01-22	"Allerdings gibt es diese Angebote nicht direkt bei im Store sondern im separaten ""Dreamstore - Powered by Caseking""."
german	2021	Pre-ChatGPT	2021-07-18	Allerdings gibt es noch keine genauen Infos über den Inhalt.
german	2021	Pre-ChatGPT	2021-09-23	Allerdings hätte dies die Regierungsfähigkeit gestört und er hat es gelassen.
german	2021	Pre-ChatGPT	2021-04-23	Allerdings hätte nach Ansicht des Gerichts die Atomaufsichtsbehörde «richtigerweise» auch einen Sicherheitsnachweis für die Störfallkategorie 2 von Axpo verlangen müssen.
german	2021	Pre-ChatGPT	2021-06-08	Allerdings ist unklar, wie groß der Umsatz mit 1&1 Drillisch tatsächlich ist.
german	2021	Pre-ChatGPT	2021-07-26	Allerdings kann das die Eingabelatenz spürbar erhöhen, was grade in schnellen Titeln wie Ego-Shootern viele Spieler stört.
german	2021	Pre-ChatGPT	2021-02-16	Allerdings kann jeder Schinken den begehrten Titel führen, solange er im Schwarzwald geräuchert wurde – alle darauffolgenden Arbeitsschritte sind auch außerhalb möglich.
german	2021	Pre-ChatGPT	2021-05-15	Allerdings könne insbesondere in den Wintermonaten eine zusätzliche Aufnahme von Vitamin D für bestimmte Personengruppen sinnvoll sein.
german	2021	Pre-ChatGPT	2021-08-13	Allerdings können die örtlichen Gesundheitsämter strengere Quarantäne-Kriterien für Kontaktpersonen definieren, schränkte Gebauer ein.
german	2021	Pre-ChatGPT	2021-11-10	Allerdings liegt der Stein des Anstoßes diesmal nicht in Athen, Ankara oder Wien, womit sich jeweils die Regierungen Merkel und Schröder herumschlagen mussten, sondern in Osteuropa.
german	2021	Pre-ChatGPT	2021-10-29	Allerdings liegt die Wirtschaftsleistung damit noch immer 1,1 Prozent unter dem Niveau im vierten Quartal 2019, der Vergleichszeitpunkt von vor der Corona-Pandemie.
