language	year	period	date	sentence
russian	2021	Pre-ChatGPT	2021-06-02	RU, знакомый с ситуацией, утверждает, что именно такой сценарий сейчас является основным в разговорах региональных политических администраторов.
russian	2021	Pre-ChatGPT	2021-07-24	Ru» Ирины, если раньше мошенники часто представлялись сотрудниками «Сбера», то сейчас ей поступают звонки от якобы специалистов других банков.
russian	2021	Pre-ChatGPT	2021-12-21	RU направило запрос в департамент образования Владимирской области, на момент публикации материала ответ не поступил.
russian	2021	Pre-ChatGPT	2021-10-22	RU направило запрос в пресс-службу партии, на момент публикации ответа не поступило.
russian	2021	Pre-ChatGPT	2021-03-05	RU обратили внимание, что в плакате есть ошибки.
russian	2021	Pre-ChatGPT	2021-04-24	RU руководитель правового департамента Конфедерации труда России, член ассоциации «Юристы за трудовые права» Олег Бабич.
russian	2021	Pre-ChatGPT	2021-07-05	RU сообщили, что в министерстве агропромышленного комплекса региона таких данных нет.
russian	2021	Pre-ChatGPT	2021-06-07	RU сообщили, что информации об происшествии пока не поступало.
russian	2021	Pre-ChatGPT	2021-02-08	RU сотрудник больницы, просивший не называть его имени.
russian	2021	Pre-ChatGPT	2021-04-23	RU, что возгорание произошло уже второй раз за месяц.
russian	2021	Pre-ChatGPT	2021-12-02	Ru», что медотводы у ослабленных пациентов, например, с аутоиммунными и онкологическими заболеваниями в анамнезе, могут привести к плохим последствиям.
russian	2021	Pre-ChatGPT	2021-04-05	Selfloss — это сюжетная приключенческая игра про доброго старика в фэнтезийном сеттинге древнерусских и исландских мифов от соло-разработчика из Питера.
russian	2021	Pre-ChatGPT	2021-11-25	"Senior Home Group sro взяла на себя полную ответственность за оказание медицинской помощи на дому, которой ÚVN передал всю необходимую медицинскую документацию и план медсестры"", – сообщила пресс-секретарь больницы."
russian	2021	Pre-ChatGPT	2021-04-16	SpaceX была одной из двух компаний, нанятых NASA для доставки астронавтов на Международную космическую станцию.
russian	2021	Pre-ChatGPT	2021-10-06	Startup Estonia – это национальная программа развития эстонской стартап-экосистемы, дающая импульс появлению стартапов и формированию международных историй успеха.
russian	2021	Pre-ChatGPT	2021-05-23	Telegram-канал «Пул Первого» пишет, что «борт был почти над границей, обратились к Минску, чтобы приняли самолет».
russian	2021	Pre-ChatGPT	2021-05-19	The Sydney Morning Herald (Австралия): кто считается «ближайшими родственниками»?
russian	2021	Pre-ChatGPT	2021-03-30	Truck Racing Championship (с 16 апреля по 15 мая) — гоночный симулятор на движке KT Engine (серия WRC), в котором присутствуют официальные трассы FIA ETRC.
russian	2021	Pre-ChatGPT	2021-08-31	Volvo XC40 был официально представлен на российском рынке в 2018 году.
russian	2021	Pre-ChatGPT	2021-04-30	Watch 2 поддерживает более 90 спортивных режимов (у предыдущей модели — 14).
russian	2021	Pre-ChatGPT	2021-09-11	Windows 11 на компьютеры пользователей с 5 октября.
russian	2021	Pre-ChatGPT	2021-08-04	"XXXIII отчетно-выборная конференция Гомельской областной организации ОО ""БРСМ"" собрала в зале облисполкома более 200 активистов союза молодежи, партнерских организаций."
russian	2021	Pre-ChatGPT	2021-11-21	Youtube-канал FightSpace прокомментировал дальнейшие перспективы казахстанского боксера (11-0, 7 КО) после победы над французом Хассаном Ндамом Нжикамом (38-6, 21 КО), сообщает Sports.
russian	2021	Pre-ChatGPT	2021-09-16	Zenovia Interactive — небольшая независимая студия, расположенная в Нью-Йорке и основанная в 2019 году руководителем разработки Steel Assault Шри Канканахалли (Sri Kankanahalli).
russian	2021	Pre-ChatGPT	2021-01-05	Zorya Astroff, Интересно, кто будет изолировать Китай извне?
russian	2021	Pre-ChatGPT	2021-01-13	А 12-летняя Даша, живущая в Белой Калитве, попросила у волшебника на Новый год живую рыжую лошадь.
russian	2021	Pre-ChatGPT	2021-03-25	А абсолютная способность персонажа предназначена для сканирования территории — после её использования герой будет видеть врагов даже сквозь стены.
russian	2021	Pre-ChatGPT	2021-09-20	Абдрахманов отметил, что при задержании подозреваемого полицейские и бойцы специального назначения не стали применять оружие, так как в доме в тот момент находились женщина и несовершеннолетние.
russian	2021	Pre-ChatGPT	2021-03-12	Абызов в 2012–2018 годах работал министром по вопросам Открытого правительства.
russian	2021	Pre-ChatGPT	2021-05-19	А быть может, кому-то хотелось самой стать такой женщиной.
russian	2021	Pre-ChatGPT	2021-12-08	"А в августе 1991 года в Киеве было понятно только то, что в Москве, условно говоря, ""белые"" сцепились с ""красными""."
russian	2021	Pre-ChatGPT	2021-04-10	Авария произошла вечером 10 апреля на улице Российской, 51.
russian	2021	Pre-ChatGPT	2021-12-03	Авария случилась сегодня утром в Ворошиловском районе областного центра.
russian	2021	Pre-ChatGPT	2021-04-15	А ведь есть и большие ракеты вроде от «Роскосмоса» — обе позволяют с помощью особых программ по сокращению затрат запускать сразу целую массу малых аппаратов для различных заказчиков.
russian	2021	Pre-ChatGPT	2021-01-15	А ведь он старался изо всех сил… Мы сегодня штурмовали столицу, но стало только хуже.
russian	2021	Pre-ChatGPT	2021-08-24	Авиабилеты с материка на Сахалин и обратно на сезон отпусков начинают выкупать с нового года.
russian	2021	Pre-ChatGPT	2021-11-09	Авиамаршрут из Кургана в Сургут вошел в список субсидируемых в 2022 году.
russian	2021	Pre-ChatGPT	2021-09-30	«Авито предоставляет работодателям возможность описать всю интересующую соискателя информацию о преимуществах компании на своей собственной брендированной странице, интегрированной в платформу.
russian	2021	Pre-ChatGPT	2021-08-01	А в июле около здания ДОСААФ на улице Богомягкова неизвестные деревья, хотя порубочный билет на эту обрезку не выдавался.
russian	2021	Pre-ChatGPT	2021-10-27	А вкусовые добавки могут вызвать различные заболевания желудочно-кишечного тракта, добавила она.
russian	2021	Pre-ChatGPT	2021-09-11	А в Москве умерли 15-летняя девочка и ее бабушка: семья полакомилась арбузом из супермаркета.
russian	2021	Pre-ChatGPT	2021-06-29	А в наиболее проблемные регионы отправились новые реанимобили.
russian	2021	Pre-ChatGPT	2021-12-30	А в новогоднюю ночь сфокусируйтесь на своих желаниях.
russian	2021	Pre-ChatGPT	2021-11-10	А во втором всё было настолько уныло, что порой клонило в сон.
russian	2021	Pre-ChatGPT	2021-12-15	А вот вам и ответ на вопрос, откуда берутся сварливые старухи и крохоборы-старики!
russian	2021	Pre-ChatGPT	2021-06-23	А вот в Германии это движение гораздо обширнее.
russian	2021	Pre-ChatGPT	2021-03-10	А вот вечер лучше провести с любимым человеком в обнимку.
russian	2021	Pre-ChatGPT	2021-11-23	А вот в реале получится снова чушь за охальные бабки.
russian	2021	Pre-ChatGPT	2024-07-11	А вот второй (третий вопрос) звучит примерно так: сколько у тебя подписчиков в ТикТоке или других соцсетях?
russian	2021	Pre-ChatGPT	2021-02-15	А вот в этой тройной аварии на проспекте Независимости жертв удалось избежать, рассказывает пресс-секретарь харьковских патрульных Дмитрий Гайдук.
russian	2021	Pre-ChatGPT	2021-07-08	А вот как вам жить после этого, я не знаю.
russian	2021	Pre-ChatGPT	2021-06-23	А вот капитальный ремонт могут начинать только по письменному заявлению жителей, но такой, уверяют, в управляющей компании отродясь не видели.
russian	2021	Pre-ChatGPT	2021-04-08	А вот контейнеры с бумагой и стеклом находятся давольно далеко.
russian	2021	Pre-ChatGPT	2021-02-03	А вот Корбин согласен только на российский укол!
russian	2021	Pre-ChatGPT	2021-01-12	А вот на следующий день, 14 января, как раз на старый Новый год, празднуется Васильев день.
russian	2021	Pre-ChatGPT	2021-02-19	А вот по данным портала InStat, лучшим стал хавбек гостей Алан Патрик.
russian	2021	Pre-ChatGPT	2021-04-16	А вот полное спокойствие, особенно при учёте того, что в начале отношений упрёки и ссоры были, говорит о том, что чувства ушли, а накопившийся пар она спускает где-то на стороне (то есть с другим мужчиной).
russian	2021	Pre-ChatGPT	2021-01-08	А вот при развитии рака организм может начать выделять пот даже при полном бездействии и спокойствии.
russian	2021	Pre-ChatGPT	2021-02-28	А вот стевия, к примеру, слаще сахара в 300 раз.
russian	2021	Pre-ChatGPT	2021-12-16	А вот счастливец, которому представится главный приз, встретит Новый год и Рождество в своем новом комфортном доме.
russian	2021	Pre-ChatGPT	2021-09-07	А вот Таджикистан и Узбекистан оказались добрее: второй — в меру, первый — несколько выше своих возможностей.
russian	2021	Pre-ChatGPT	2021-11-03	"А в последнем туре обыграть ""Бенфику"" и выйти из группы?"
russian	2021	Pre-ChatGPT	2021-08-27	А в прошлом месяце украинские спасатели сообщили об обнаружении метрового удава - рептилию обнаружила женщина в уборной собственной квартиры в Полтаве.
russian	2021	Pre-ChatGPT	2021-07-23	"Авраменко рассказывает, что его уроки с Зеленским выглядели, как неформальное общение, иногда во время ""урока"" угощались черешней, бывало, что вылезали на крышу, чтобы никто не мешал."
russian	2021	Pre-ChatGPT	2021-12-09	А все потому что один из спорщиков выстрелил из травматического пистолета в голову оппонента.
russian	2021	Pre-ChatGPT	2021-11-11	"А все потому, что у нас нет своего торгового флота""."
russian	2021	Pre-ChatGPT	2021-12-23	Австрия также обязалась открыть схему поддержки возобновляемых источников энергии для производителей энергии, созданных за пределами Австрии, при условии заключения двусторонних или многосторонних соглашений о сотрудничестве с другими странами.
russian	2021	Pre-ChatGPT	2021-05-31	"А в танцевальном флешмобе, где тон будет задавать хореографический коллектив ""Веселые нотки"", поучаствуют не только ученики СШ №25, но и их приглашенные друзья из средних школ №40 и №45."
russian	2021	Pre-ChatGPT	2021-11-26	Авто Audi RS7 8 месяц находилось в розыске.
russian	2021	Pre-ChatGPT	2021-12-23	Автобус №5 от ТЦ «555» проследует по бульвару Горшкова, повернет на ул. Петрова в сторону ярмарки (до пересечения с ул. Юрасова) и далее обратно – на ул. Луначарского по своему маршруту.
russian	2021	Pre-ChatGPT	2021-12-27	Автобус №78 начнет работу в апреле 2022 года.
russian	2021	Pre-ChatGPT	2021-01-08	Автобусы приходят на первый этаж, отправляются с 6-го, а между ними работают кафе, магазины и флагманский МФЦ, — написал столичный мэр.
russian	2021	Pre-ChatGPT	2021-06-21	Автомобиль Honda CR-V, принадлежавший мэру Артемовского, сгорел в ночь на 19 февраля.
russian	2021	Pre-ChatGPT	2021-04-17	Автомобиль водителя с инсультом Renault стоял на двойной сплошной линии.
russian	2021	Pre-ChatGPT	2021-10-17	Автомобиль «Фольксваген Шаран» съехал в кювет на 343-м километре дороги Санкт-Петербург - Невель в Островском районе 16 октября.
russian	2021	Pre-ChatGPT	2021-10-28	Автор 15 научных трудов, имеет два свидетельства на изобретения.
russian	2021	Pre-ChatGPT	2021-11-30	Автора доклада полагают, что общая система экологического и углеродного регулирования ЕАЭС создаст дополнительные преимущества как для государств, так и для бизнеса.
russian	2021	Pre-ChatGPT	2021-12-27	Автор, однако, настаивает на том, что причинами наращивания войск на границе являются страх и память о множестве пережитых войн в прошлом.
russian	2021	Pre-ChatGPT	2021-08-19	А второй раз будут компенсацию выдавать если людей снова утопит по самое горло?
russian	2021	Pre-ChatGPT	2021-01-11	Авторы коллективного иска заявили, что CD Projekt RED сообщали партнерам и потребителям заведомо ложные сведения и предоставляли некорректную финансовую отчетность.
russian	2021	Pre-ChatGPT	2021-05-31	Авторы отметили, что новый смартфон по всем показателям лучше предшественника.
russian	2021	Pre-ChatGPT	2021-07-08	А в феврале 2020-го британец нокаутировал американца и отобрал у того пояс WBC в супертяжелом весе.
russian	2021	Pre-ChatGPT	2021-03-16	А в ходе обыска обнаружился тот самый ноутбук, так что подозрения полицейских подтвердились.
russian	2021	Pre-ChatGPT	2021-11-22	А в центре начались аресты бывших руководителей многих наркоматов, в том числе и тяжёлой промышленности.
russian	2021	Pre-ChatGPT	2021-05-24	А вы напишите в Вашингтонскую Правду, мол-де, это не просто чечены, абы как, а те самых, которые муки и пытки принимают нечеловеческие ха дело святое и радужное.
russian	2021	Pre-ChatGPT	2021-11-17	А в это сезонное время украинского климата первый мокрый снег - нормальное явление.
russian	2021	Pre-ChatGPT	2021-02-15	Агент норвежского новичка Эмиля Бохинена, Стейн Хофф в интервью корреспонденту Sport24 рассказал об игровых качествах 21-летнего футболиста, передает Sports.
russian	2021	Pre-ChatGPT	2021-07-25	Агентство MEDİA сегодня выполняет особую миссию по созданию информационной среды на основе инноваций.
russian	2021	Pre-ChatGPT	2021-06-01	Агентство направило в суд еще 7 протоколов из-за нарушения порядка представления финансовой отчетности политических партий.
russian	2021	Pre-ChatGPT	2021-03-03	Агентство также отмечает, что в конце 2020 года Маск переехал из Калифорнии в Техас.
russian	2021	Pre-ChatGPT	2021-03-24	А главный источник вдохновения — это серия игр Reigns с её простым геймплеем и понятным посылом.
russian	2021	Pre-ChatGPT	2021-08-15	А грэпплинг это довольно молодой но очень популярный и быстроразвивающийся вид спорта.
russian	2021	Pre-ChatGPT	2021-04-02	Адвокат отметил, что Бил начал жаловаться на боли в спине и головную боль.
russian	2021	Pre-ChatGPT	2021-10-07	Адвокат уверен, что фигурантов дел осудят, их оправдание невозможно.
russian	2021	Pre-ChatGPT	2021-02-10	А для бизнеса, который платит налоги только с доходов этот показатель снизят с 6 до 1 процента.
russian	2021	Pre-ChatGPT	2021-07-31	Администрацией ФКУ ИК-3 посредством почтового перевода денежные средства направлены заявителю по месту его жительства.
russian	2021	Pre-ChatGPT	2021-09-08	«Администрацией этого заведения игнорируется постановления санитарного врача области»
russian	2021	Pre-ChatGPT	2021-03-26	Администрация Байдена до 2 июня будет решать вопрос о том, какие финансовые санкции или экспортные ограничения она будет вводить против России.
russian	2021	Pre-ChatGPT	2021-10-01	"Администрация разместила в рамках социальной рекламы около 10 подобных баннеров"", - сообщили РИА Новости в пресс-службе мэрии."
russian	2021	Pre-ChatGPT	2021-10-01	Администрация школы якобы не предпринимает никаких мер, так как родители мальчика связаны с руководством «Радуги».
russian	2021	Pre-ChatGPT	2021-04-20	А до этого довольно много времени провел, изучая инвестиции, улучшая свои знания в области инвестиций.
russian	2021	Pre-ChatGPT	2021-06-18	А до этого ни кто не знал, что будут очередные вспышки заболевания?
russian	2021	Pre-ChatGPT	2021-09-12	Адрес: г. Севастополь, пл. Суворова / ул. Ленина, 52.
russian	2021	Pre-ChatGPT	2021-05-19	А если еще учитывать и туристический кешбэк, то путевки в эти заповедные места станут доступны многим жителям региона.
russian	2021	Pre-ChatGPT	2021-11-17	"А если копнуть глубже выяснится, что они бегали по офису от ""жертв"", чтобы тихонько прибухнуть в уголку и приняться наконец за работу."
russian	2021	Pre-ChatGPT	2021-04-08	А если не звонит россиянин, то слушает радио.
russian	2021	Pre-ChatGPT	2021-08-02	А если окна к тому же выходят не на солнечную сторону, используйте теплые цвета.
russian	2021	Pre-ChatGPT	2021-12-11	А если она все же случится, то Азербайджан снова потеряет земли.
russian	2021	Pre-ChatGPT	2021-01-29	А если предоставить его самому себе или телефону, получим деградацию.
russian	2021	Pre-ChatGPT	2021-06-18	А если турист вакцинирован однократной Janssen/Johnson & Johnson, то иммунизация должна быть осуществлена не позднее 14 дней с момента въезда в страну.
russian	2021	Pre-ChatGPT	2021-04-06	А есть документы, которые, так исторически получилось, принадлежат Минобороны.
russian	2021	Pre-ChatGPT	2021-07-12	А еще — в объективы фотографов попали фрагменты одной из сцен, в которой происходит встреча Керри и Миранды.
russian	2021	Pre-ChatGPT	2021-04-04	А еще она поддержит сердце, нормализует уровень сахара в крови и защитит организм от свободных радикалов.
russian	2021	Pre-ChatGPT	2021-04-18	А еще с пит-лейн будет стартовать Себастьян Феттель!
russian	2021	Pre-ChatGPT	2021-04-06	А еще с той же целью засовывали в башмак монетку.
russian	2021	Pre-ChatGPT	2021-06-12	А ещё готовить зрелищные презентации, виртуальные обзоры для своих реальных читателей.
russian	2021	Pre-ChatGPT	2021-01-21	А ещё есть хак, можно запросить ip у сразу несколькоих dns серверов перед основным запросом.
russian	2021	Pre-ChatGPT	2021-04-19	А затем в четверг Белый дом объявил о новых экономических санкциях против 38 российских субъектов, причастных к вмешательству в выборы и кибератакам.
russian	2021	Pre-ChatGPT	2021-09-04	"Азербайджанский параатлет Орхан Асланов завоевал 14-ю золотую медаль для Азербайджана на XVI летних Паралимпийских играх ""Токио-2020""."
russian	2021	Pre-ChatGPT	2021-05-10	А значит, у нее впереди матчи на Кубок Стэнли.
russian	2021	Pre-ChatGPT	2021-06-04	А известный комментатор Алексей назвал поражение сборной России «фантастическим позорищем».
russian	2021	Pre-ChatGPT	2021-05-31	А из тех кто на поверхности, безразницы, кто из них будет себе.
russian	2021	Pre-ChatGPT	2021-07-06	А именно, разработку ПО вывести в отдельную структуру, чтобы оборот от разработки составил не менее 90%.
russian	2021	Pre-ChatGPT	2021-11-09	А именно, с их помощью из ЕГРЮЛ быстро убирали компании, минуя налоговые проверки и доначисления.
russian	2021	Pre-ChatGPT	2021-07-24	А иулойпу, всё раздал своим пажам и спиногрызам, которым плевать на содержнание и ремонт жд, только успевают €, $ на счета за рубеж перегонять.
russian	2021	Pre-ChatGPT	2021-04-16	А их места в парламенте отойдут спонсорам партии, которые будут на первых местах в ведущих территориальных группах», — описывают план в коридорах власти.
russian	2021	Pre-ChatGPT	2021-02-04	А какие препараты вы не можете найти в аптеках?
russian	2021	Pre-ChatGPT	2021-06-27	"А каркас корабля, который Эрнест Хемингуэй описал в книге ""Старик и море"", изготовил из паутины, которую нашел в подвале."
russian	2021	Pre-ChatGPT	2021-11-24	Аккаунты Кондратьева в социальных сетях впоследствии массово атаковали противники этой меры.
russian	2021	Pre-ChatGPT	2021-07-07	Аккуратно положите в них начинку и запекайте 20 минут при 200 градусах.
russian	2021	Pre-ChatGPT	2021-11-08	А когда дети начинают дристать после столовских деликатесов, это тоже забота о здоровье.
russian	2021	Pre-ChatGPT	2021-12-17	"А когда есть двойное дно, то будет и продолжение"", – подытожил военный эксперт группы ""Информационное сопротивление""."
russian	2021	Pre-ChatGPT	2021-11-23	А когда ПЦР в носоглотке окончательно стал отрицательным, можно проверить ПЦР в крови.
russian	2021	Pre-ChatGPT	2021-07-22	А когда это обезьяны, да еще и крупные, а особенно человекообразные, так не сделаешь.
russian	2021	Pre-ChatGPT	2021-10-04	А Компартия Китая ментально достаточно близка к «Единой России».
russian	2021	Pre-ChatGPT	2021-09-22	А кому в небесах оставите вооружений на триллион?
russian	2021	Pre-ChatGPT	2021-02-01	А крестьяне не бежали, они встречали смертоносный свинец грудью.
russian	2021	Pre-ChatGPT	2021-07-09	Актер Петр Ниневский: Сексуальное рабство сейчас везде и всюду.
russian	2021	Pre-ChatGPT	2021-09-15	Актер угрожал ему расправой и требовал «вызвать ментов», так как ему «терять нечего».
russian	2021	Pre-ChatGPT	2021-01-13	Актеру сделали трепанацию черепа, однако Бездушный не справился с болезнью.
russian	2021	Pre-ChatGPT	2021-09-24	Актеру стало плохо и он потерял сознание во время выставочного турнира по гольфу в США.
russian	2021	Pre-ChatGPT	2021-02-11	Активируйте ловушку, встав на дощечку впереди, и отбегите назад, чтобы ведро попало по первому ребенку.
russian	2021	Pre-ChatGPT	2021-12-08	Активность подходит для детей в возрасте от 2 лет.
russian	2021	Pre-ChatGPT	2021-04-19	Актриса Елизавета Арзамасова решила поделиться с поклонниками архивным фото своей бабушки.
russian	2021	Pre-ChatGPT	2021-08-13	Актриса Моника Беллуччи и ее дочь 16-летняя украсили обложку июльского номера итальянского Vogue.
russian	2021	Pre-ChatGPT	2021-10-05	Актриса, уроженка Пскова Юлия Пересильд поделилась своими впечатлениями от первого полета в космос с борта Международной космической станции.
russian	2021	Pre-ChatGPT	2021-10-17	Актриса Юлия Пересильд и режиссер Клим Шипенко после двух недель съtмок фильма на Международной космической станции в сопровождении космонавта Олега Новицкого вернулись на Землю.
russian	2021	Pre-ChatGPT	2021-06-03	Актуализируя тематику, председатель Совета Ассоциации «ECOJER», депутат Мажилиса Парламента РК Лаззат Рамазанова отметила, что Казахстан, как и весь мир уязвим к воздействиям изменения климата.
russian	2021	Pre-ChatGPT	2021-05-08	Акция стартовала на бульваре Эрьзи в 18 часов.
russian	2021	Pre-ChatGPT	2021-09-10	«Акция «Я вакцинирован» стала первым социальным проектом межрегионального уровня по укреплению позитивного отношения к вакцинации.
russian	2021	Pre-ChatGPT	2021-09-15	Алабама сейчас идет на втором месте по количеству госпитализаций на душу населения.
russian	2021	Pre-ChatGPT	2021-09-29	Алгоритм получения налогового вычета за лекарства такой же, как и за медуслуги.
russian	2021	Pre-ChatGPT	2021-09-12	"Александра Зарицкая шокировала шпагатом и колесом в прямом эфире ""Танцев со звездами"
russian	2021	Pre-ChatGPT	2021-03-25	Александр Борисов: «В этом году у вас тарифы по статье «Содержание и текущий ремонт» повышаться не будут»
russian	2021	Pre-ChatGPT	2021-12-01	Александр Бурков вручил молодым ученым премию правительства Омской области.
russian	2021	Pre-ChatGPT	2021-06-01	Александрийский в Приютовке, «Новомиргородський цукор», «2-й имени Петровского сахарный завод» в Александровке.
russian	2021	Pre-ChatGPT	2021-05-04	Александр Качура задекларировал авто Mazda CX-5 2018 г.в. за 849 тыс. грн и двое наручных часов Breitling.
russian	2021	Pre-ChatGPT	2021-11-19	Александр Лукашев — директор Института медицинской паразитологии, тропических и трансмиссивных заболеваний им. Е.И. Марциновского Сеченовского университета, вирусолог.
russian	2021	Pre-ChatGPT	2021-12-12	"Александр Лукашенко выразил убежденность: ""Исторически сложившиеся дружественные отношения между Минском и Ашхабадом послужат надежным фундаментом для развития конструктивного политического диалога, активизации экономических и гуманитарных контактов""."
