language	year	period	date	sentence
russian	2019	Pre-ChatGPT	2019-06-08	"Ru"" рассказал, что через 15 лет в России смогут всерьез обсуждать четырехдневную рабочую неделю."
russian	2019	Pre-ChatGPT	2019-05-20	Samsung Electronics стал генеральным партнером мирового чемпионата WorldSkills 2019, который Казань примет в августе.
russian	2019	Pre-ChatGPT	2019-10-17	SDF очень близки к Рабочей партии Курдистана: Турция даже называет их двумя половинками одной и той же террористической организации.
russian	2019	Pre-ChatGPT	2019-11-22	SE, Marzoli, Pietro Fiorentini, Cannon / Bono, Plastics Technologies, In3act, General Medical Merate, а также такие крупные банки как Unicredit Bank и Banca Intesa San Paolo.
russian	2019	Pre-ChatGPT	2019-04-27	SkyUp запустил новые рейсы в Испанию и Италию.
russian	2019	Pre-ChatGPT	2019-11-19	Stadia предлагает геймерам платить за конкретные игры, в которые можно играть путем стриминга - через сервис, интегрированный с YouTube.
russian	2019	Pre-ChatGPT	2019-12-19	Starliner будет оставаться на орбите неделю, после чего вернется на Землю и совершит посадку в штате Нью-Мексико.
russian	2019	Pre-ChatGPT	2019-10-17	Stocars завозит только европейские сборки и собственноручно проводит полную диагностику состояния всех функциональных узлов, как при покупке, так и после полного демонтажа, рассматривая каждую составляющую отдельно.
russian	2019	Pre-ChatGPT	2019-11-26	Today прокурор Сумской местной прокуратуры Борис Рекуненко, сейчас девушка находится в сознании и дала показания, что выпрыгнула из окна по собственной воле, без всякого давления.
russian	2019	Pre-ChatGPT	2019-12-19	Ukraine WOW в деталях: 100 000 посетителей за 4 недели.
russian	2019	Pre-ChatGPT	2019-10-02	Ülemiste последние три года возглавляет ТОП-5 самых популярных торговых центров Таллинна.
russian	2019	Pre-ChatGPT	2019-11-05	VR-ролики перенесли их в «Птичью гавань», на озера Ленево и Эбейты.
russian	2019	Pre-ChatGPT	2019-11-21	А N уже заждался десант в своем розничном магазине, где торгует молодая продавщица.
russian	2019	Pre-ChatGPT	2019-11-27	А балет в результате стал одним из любимейших у зрителей Национальной оперы Украины.
russian	2019	Pre-ChatGPT	2019-09-11	Абдель-Азиз назвал канадца одним из величайших бойцов в истории, а бой против него прибыльным для Нурмагомедова.
russian	2019	Pre-ChatGPT	2019-03-05	Абитуриенту, получившему в результате выполнения академического теста не менее 65 баллов из 100, фактически предоставляется место в Тартуском университете.
russian	2019	Pre-ChatGPT	2019-03-31	Абонентская плата за городскую телефонную связь увеличилась с 3000 до 5800 сум (в 1,9 раза).
russian	2019	Pre-ChatGPT	2019-10-07	Абоненты помоложе осваивают новые технологии при оплате коммунальных платежей.
russian	2019	Pre-ChatGPT	2019-12-17	АБР, в свою очередь, разработает образцы контрактов для проектов общеобразовательных школ, чтобы обеспечить репликацию данного пилотного проекта, при заинтересованности правительства.
russian	2019	Pre-ChatGPT	2019-10-16	"Абсолютно бесцельный ""режим карьеры"", чем он отличается от свободного заезда с ботами?"
russian	2019	Pre-ChatGPT	2019-11-02	А бывало, когда ты идешь и думаешь: «Вот сейчас будет здорово!»
russian	2019	Pre-ChatGPT	2019-06-30	Аварийные ситуации в доме заставят вас на некоторое время взять отпуск.
russian	2019	Pre-ChatGPT	2019-09-16	«Авария произошла на окраине села Алхан-Кала», — сообщили в ведомстве.
russian	2019	Pre-ChatGPT	2019-03-30	Авария случилась около семи утра в субботу, 30 марта, в районе перекрестка Невского и Литейного проспектов.
russian	2019	Pre-ChatGPT	2019-04-27	Авария случилась утром 27 апреля в микрорайоне Лиховском.
russian	2019	Pre-ChatGPT	2019-05-17	Авария с последующим подтоплением рудника произошла в ночное время.
russian	2019	Pre-ChatGPT	2019-09-17	А в Бородянке Александр Отрошко продолжает налаживать отношения с Викторией Подколзиной.
russian	2019	Pre-ChatGPT	2019-04-26	А в голове у тебя играет музыка и всё громче звучит навязчивый голос, который приказывает тебе убить кого нибудь.
russian	2019	Pre-ChatGPT	2019-01-07	А в Гомеле праздник разнообразило еще и угощение прихожан под открытым небом.
russian	2019	Pre-ChatGPT	2019-09-28	А в допетровской литургической традиции разрешалось до трех браков, без «чина развенчивания».
russian	2019	Pre-ChatGPT	2019-09-18	А вдруг хиральные гиганты это и есть висящие в воздухе люди?
russian	2019	Pre-ChatGPT	2019-03-13	А ведь больше всего о своем регионе заботятся те, кто здесь родился и вырос, кто здесь развивал свои предприятия, кто имеет тесную связь с людьми.
russian	2019	Pre-ChatGPT	2019-09-26	А ведь сахарный диабет, который стал бичом человечества, есть именно болезнь организма, измученного растительным крахмалом.
russian	2019	Pre-ChatGPT	2019-10-31	А в итоге — нескрываемое, а порой и публичное осуждение ее расточительности.
russian	2019	Pre-ChatGPT	2019-03-25	А власти будут сами решать, требуются ли дополнительные меры безопасности на мероприятиях.
russian	2019	Pre-ChatGPT	2019-05-10	А во время самой экстренной ситуации, скорее, наоборот: я знаю, чего от себя ждать, и вижу, как ведут себя люди.
russian	2019	Pre-ChatGPT	2019-07-03	А во втором он стал автором голвей передачи на Роберто Фирмино.
russian	2019	Pre-ChatGPT	2019-06-01	А вообще пора бы уже Антоху Сагадеева в третье поднимать.
russian	2019	Pre-ChatGPT	2019-01-31	А вот вандалы, бывает, напоминают о себе… Поэтому, наряду с установкой новых стрелок, волонтёры проводят «инспекции» уже прижившихся в лесу.
russian	2019	Pre-ChatGPT	2019-08-21	А вот в зияющие шахты глубиной до 10 метров может упасть и мирный грибник.
russian	2019	Pre-ChatGPT	2019-01-15	А вот во Дворце культуры, в школах и детсадах райцентра этот режим теперь контролируется автоматически.
russian	2019	Pre-ChatGPT	2019-10-02	А вот мнение Сергея Майорова о телевизионном контенте.
russian	2019	Pre-ChatGPT	2019-10-16	А вот не давать знания или говорить о том, что “Знания провоцируют разврат“ — это за гранью добра и зла.
russian	2019	Pre-ChatGPT	2019-12-04	А вот противоположные заявления звучали: несмотря на потребность бороться с угрозой терроризма, сдерживание агрессивной России остается и должно оставаться приоритетом.
russian	2019	Pre-ChatGPT	2019-11-11	"А вот ради пары Виктории Булитко и Дмитрия Дикусара на шоу впервые за 15 лет объединились артистки Надежда Мейхер и Алена Винницкая из первого легендарного состава ""ВИА Гра""."
russian	2019	Pre-ChatGPT	2019-11-21	А в полярных широтах эти могут быть еще более интенсивными.
russian	2019	Pre-ChatGPT	2019-04-09	А в Россгвардию приходишь на работу и сразу рядовым квартиру частную дают или только офицерам?
russian	2019	Pre-ChatGPT	2019-11-15	А в России действительно пить стали меньше, особенно в городах.
russian	2019	Pre-ChatGPT	2019-09-01	А в свободной демократической России продолжительность жизни почему-то сократилась на 10 лет за счет преждевременной смерти примерно десяти миллионов человек.
russian	2019	Pre-ChatGPT	2019-05-27	Австралийские ученые обнаружили микроскопические грибы, которые способны поглощать растворенное золото и откладывать его в виде чистого металла на поверхности мицелия.
russian	2019	Pre-ChatGPT	2019-09-21	Автобус с российскими туристами ранее в субботу, 21 сентября.
russian	2019	Pre-ChatGPT	2019-09-22	Автомобилист сбил на перекрестке калининградку и скрылся: Яндекс.
russian	2019	Pre-ChatGPT	2019-01-29	Автомобилями компании пользуются транспортные предприятия, учреждения здравоохранения и образования, правоохранительные органы.
russian	2019	Pre-ChatGPT	2019-07-13	Автопробег по маршруту Таллин – Иркутск – Таллин стартовал 12 июля.
russian	2019	Pre-ChatGPT	2019-10-16	Автор, наш бывший коллега Леонид Бершидский, проводит сомнительные параллели между действиями Эрдогана в Курдистане и «крымской весной».
russian	2019	Pre-ChatGPT	2019-09-11	А второй вопрос - кто такие Шельма Задранец и Карцер?
russian	2019	Pre-ChatGPT	2019-03-21	Автор оригинально интерпретирует традиционную живописную практику рисования на пленере в эпоху массового распространения цифровой фотографии и соцсетей.
russian	2019	Pre-ChatGPT	2019-11-28	Авторы письма заверили, что сообщения о минировании будут поступать до тех пор, пока Константин Малофеев не выплатит им долг.
russian	2019	Pre-ChatGPT	2019-03-24	"Авторы предлагают дополнить статью 17 закона ""Об отпусках"" частью, которая предусматривает право мужу оформить 10 календарных дней отпуска с сохранением заработной платы в связи с рождением ребенка."
russian	2019	Pre-ChatGPT	2019-09-16	Авторы проекта сошлись в едином мнении относительно будущего сериала.
russian	2019	Pre-ChatGPT	2019-04-26	А в Уфе, к сожалению, «настоящих буйных мало», не хватает смелости на такие постановки.
russian	2019	Pre-ChatGPT	2019-04-15	А вы его полностью смотрели,наконец то Варламов написал почему парк ад,оказывается его делали военные и там деньги отмывали родственники мэра.
russian	2019	Pre-ChatGPT	2019-09-17	А вы не задумывались, что как раз пользователи Стима и пишут на своем форуме, или вы думаете, что при возникновении проблем, кто-то пошел регистрировать Стим аккаут чтобы написать на форуме?
russian	2019	Pre-ChatGPT	2019-12-03	А вы, ханжи, его осуждающие, попробуйте сами на вахту съездить и на обратной дороге человеческое лицо сохранить!
russian	2019	Pre-ChatGPT	2019-12-15	А вы, читая книгу или глядя на экран, сразу вычисляете, кто убийца?
russian	2019	Pre-ChatGPT	2019-10-14	Ага, ведь в фортнайте не бывает тонны хеллоуин скинов и евента на него.
russian	2019	Pre-ChatGPT	2019-10-16	А где ему взяться, если власть шарахает из стороны в сторону.
russian	2019	Pre-ChatGPT	2019-12-09	Агентами внутреннего контроля являются уполномоченные банки, т.е. российские кредитные организации, а также брокеры, дилеры и фискальные органы.
russian	2019	Pre-ChatGPT	2019-06-17	Агентство в материале ссылалось на личные аккаунты в соцсетях членов семьи руководителя нефтяной компании и его окружения.
russian	2019	Pre-ChatGPT	2019-09-17	«А ГИБДД и правда мучает моих водителей: «Почему катафалк был открыт?»
russian	2019	Pre-ChatGPT	2019-12-09	А годы работы под его руководством все, независимо от должности, воспринимают с особой благодарностью.
russian	2019	Pre-ChatGPT	2019-09-20	Агрохолдинг готовит новые сюрпризы и открытия для псковичей в ближайшее время.
russian	2019	Pre-ChatGPT	2019-11-29	"Адвокат вызвать скорую"", - сообщил Центр противодействия коррупции в Twitter."
russian	2019	Pre-ChatGPT	2019-01-19	Адвокат говорит, что 20-летний мужчина утверждает, что намеревался осуществить несколько террористических актов в Норвегии и других европейских странах.
russian	2019	Pre-ChatGPT	2019-09-17	Адвокат Дмитрий Динзе в интервью украинским СМИ заявил, что Россия закрыла въезд на свою территорию 35 освобожденным в рамках обмена пленным украинцам.
russian	2019	Pre-ChatGPT	2019-12-11	Адвокат Ивова Максим Амбурцев утверждает, что спецназ «Корсар» ввели в ИК-8 «по личному распоряжению нового начальника ГУ ФСИН по Новосибирской области Попето» по неизвестным причинам.
russian	2019	Pre-ChatGPT	2019-03-26	Адвокат Марк Герагос подозревается в вымогательствеАмериканский адвокат армянского происхождения Марк Герагос, известный как адвокат звезд, называется соучастником адвоката Майкла Авенатти, арестованного по подозрению в вымогательстве.
russian	2019	Pre-ChatGPT	2019-12-07	Адвокат студента ВШЭ Егора Жукова Илья Новиков заявил в Facebook, что направляет деньги на спонсирование Вооруженных сил Украины.
russian	2019	Pre-ChatGPT	2019-10-21	А Джуниор 2.0 не способен пристрелить эту агентшу.
russian	2019	Pre-ChatGPT	2019-06-29	Административно на территории муниципального образования «город Екатеринбург», в Железнодорожном районе города, в 4 км севернее посёлка Северки, относится к бассейну реки Исеть.
russian	2019	Pre-ChatGPT	2019-10-18	Администрация округа направила пакет документов в правительство Иркутской области, чтобы аналогичные выплаты пострадавшие получили также из регионального бюджета.
russian	2019	Pre-ChatGPT	2019-04-06	Администрация школы поддержала учеников и заявила, что они добровольно принимают аминокислоты.
russian	2019	Pre-ChatGPT	2019-10-11	А если брать всю историю, то эстонские футболисты повторили антирекорд, установленный в 1922 году, когда было зафиксировано поражение от финнов со счетом 2:10.
russian	2019	Pre-ChatGPT	2019-03-22	А если мы вспомнили Туркменистан как пример, куда не надо украинцам стремиться, то у кого можно поучиться вниманию к книге?
russian	2019	Pre-ChatGPT	2019-10-06	А если обладающая ядерным оружием страна сражается до конца, то последствия этой борьбы будут ощущаться далеко за пределами ее границ».
russian	2019	Pre-ChatGPT	2019-02-02	"А есть барахолки и блошиные рынки, которые стихийно появляются и исчезают согласно народным ""приметам"" - там можно найти уникальные винтажные вещи и утварь, пообщаться с продавцами-горожанами и просто интересно провести время."
russian	2019	Pre-ChatGPT	2019-11-22	А есть еще аэромыши, с гироскопом, все дела.
russian	2019	Pre-ChatGPT	2019-06-17	А еще лучше было бы оставить своего благоверного на несколько часов с малышом, а самой уйти из дома под каким-нибудь благовидным предлогом.
russian	2019	Pre-ChatGPT	2019-11-22	А ещё следовательши СКР глазки часто строят подозреваемым.
russian	2019	Pre-ChatGPT	2019-08-27	А забыл, с тролейбусами, трамваями и БарнаулПассажирТранс такой фокус не получится.
russian	2019	Pre-ChatGPT	2019-09-10	А завучи и классные руководительницы стояли на страже морали и приличий - в школе учиться надо, а не мальчиков соблазнять голыми коленками.
russian	2019	Pre-ChatGPT	2019-10-10	А задача бабая Эрдогана показать курдам, что пора задуматься о смене союзников.
russian	2019	Pre-ChatGPT	2019-01-18	Азамат Беристемов, будучи инспектором полка дорожно-патрульной полиции, в 17.00 заступил на дежурство.
russian	2019	Pre-ChatGPT	2019-04-24	"А заменят бессменного руководителя коллектива уже известные зрителям звезды ""Квартала""."
russian	2019	Pre-ChatGPT	2019-12-20	А за последние девять лет цены на продукты питания изменились.
russian	2019	Pre-ChatGPT	2019-03-06	А затем сосед перестал отвечать на стук и звонки, потому что сиганул с балкона.
russian	2019	Pre-ChatGPT	2019-03-26	А зачем нам Россия 24? А если бы они время в три ночи выделили?
russian	2019	Pre-ChatGPT	2019-11-18	А значит, отдача тоже будет не на самом высоком уровне.
russian	2019	Pre-ChatGPT	2019-04-30	А ижевцы-воткинцы, после того, как они побывали в своих краях в ходе наступления и увидели, что там натворили комиссары, они пушки протащили на себе через тайгу и остались верны Колчаку до конца.
russian	2019	Pre-ChatGPT	2019-11-18	А именно: 5 миллионов 700 тысяч 447 рублей.
russian	2019	Pre-ChatGPT	2019-09-19	А их соблюдение является одним из принципов, которые технически должны руководствоваться европейские страны при продаже вооружений.
russian	2019	Pre-ChatGPT	2019-11-10	А как конкретно я буду реализовывать эту идею?
russian	2019	Pre-ChatGPT	2019-03-08	А как ты увидишь что она нормальная, они все сейчас одинаковые не нормальные, с пониженной ответственностью рехнувшиеся на деньгах, забыл как называется демон спящих с мужиками женщин.
russian	2019	Pre-ChatGPT	2019-09-30	«Ак барс» же в случае победы может возглавить турнирную таблицу Восточной конференции.
russian	2019	Pre-ChatGPT	2019-02-01	Аким Костанайской области Архимед Мухамбетов представил нового акима областного центра активу города.
russian	2019	Pre-ChatGPT	2019-10-02	А к нам в гости пришли только пестуны?
russian	2019	Pre-ChatGPT	2019-05-23	А когда после войны были проведены исследования, то выяснилось, что на фронтах Великой Отечественной сражалось около 60-ти тысяч крымских татар, 29 тысяч из них погибли, защищая страну.
russian	2019	Pre-ChatGPT	2019-12-11	А когда случилась любовь, то хватило ее ненадолго.
russian	2019	Pre-ChatGPT	2019-01-01	"А когда уберут тариф ""хамло"" из общественного транспорта?"
russian	2019	Pre-ChatGPT	2019-03-05	А кому же это понравится, когда у тебя из-под носа уводят живые деньги.
russian	2019	Pre-ChatGPT	2019-04-17	Актер Александр Семчев решил сделать себе подарок на юбилей.
russian	2019	Pre-ChatGPT	2019-09-22	Актеры несколько часов пикетировали администрацию президента, появились письма учителей и врачей, Павлу Устинову сменили адвоката на Кучерену, Айдара Губайдуллина, якобы кинувшего в полицейского пластиковой бутылкой, отпустили под подписку.
russian	2019	Pre-ChatGPT	2019-02-11	Активисты же устроили уже с требованием исключить его из партии и уволить с должности председателя областного совета.
russian	2019	Pre-ChatGPT	2019-10-15	Активисты поискового отряда имени Кости Долгова предупредили читинцев о неверной информации о якобы пропавшей девочке, сообщив, что ребёнок давно находится дома, информация опубликована 14 октября в группе отряда «ВКонтакте».
russian	2019	Pre-ChatGPT	2019-10-07	Активисты считают, что животных надо брать из приютов.
russian	2019	Pre-ChatGPT	2019-11-14	Активисты убрали снег с памятника и привели в порядок территорию около него.
russian	2019	Pre-ChatGPT	2019-11-23	Активная эксплуатация телефона во время мороза на улице тоже приведет к быстрой разрядке батареи.
russian	2019	Pre-ChatGPT	2019-06-26	Активность бурой жировой ткани улучшает контроль уровня сахара и липидов в крови и способствует потере веса, пишет medikforum.
russian	2019	Pre-ChatGPT	2019-06-01	"Активно ""Тоттенхэм"" начал вторую половину встречи, прижали они ""красных"" в штрафную."
russian	2019	Pre-ChatGPT	2019-12-28	Активным участникам нападения грозит до 2 лет колонии.
russian	2019	Pre-ChatGPT	2019-11-01	Активы, оказавшиеся сейчас на балансе банка «Траст», принадлежали Микаилу Шишханову (в том числе 49% акций ГК «А101», привилегированные акции «РуссНефти» и акций девелопера «Интеко»).
russian	2019	Pre-ChatGPT	2019-11-01	А кто даст деньги на дрова, уголь, зарплаты, на хоть какой-то ремонт?
russian	2019	Pre-ChatGPT	2019-10-17	А кто с учетом антибонусов попал под желтую линию?
russian	2019	Pre-ChatGPT	2019-03-17	А кто так не думает, тот давно пересел с личных автомобилей на общественный транспорт.
russian	2019	Pre-ChatGPT	2019-03-10	Актриса Анастасия Заворотнюк в третий раз стала мамой.
russian	2019	Pre-ChatGPT	2019-04-09	Актриса заявила, что готова нести ответственность за содеянное.
russian	2019	Pre-ChatGPT	2019-12-10	Актуальный флагман линейки P от Huawei был выпущен в марте 2019 года.
russian	2019	Pre-ChatGPT	2019-03-30	"Акцентом Овального зала стал витраж, а общий ансамбль зала завершает ""ожерелье"" из гербов областей и Минска."
russian	2019	Pre-ChatGPT	2019-10-13	Акция проводится четвертый год. В 2018 г. около 1 500 несовершеннолетних Хабаровского края получили теплые вещи.
russian	2019	Pre-ChatGPT	2019-10-05	Александра Трусова опередила Алину Загитову на турнире Japan Open, исполнив четыре четверных прыжка.
russian	2019	Pre-ChatGPT	2019-02-14	Александр Друзь: «Мне бы не хотелось уходить из ЧГК»
russian	2019	Pre-ChatGPT	2019-10-30	«Александрия» чаще была с мячом, «Заря» перешла на игру на контратаках.
russian	2019	Pre-ChatGPT	2019-01-22	Александр Сурин назначен президентом – председателем правления «Запсибкомбанка»Ранее ВТБ закрыл сделку по приобретению более 70% акций «Запсибкомбанка».
russian	2019	Pre-ChatGPT	2019-06-17	Алексей Кортнев одновременно работает над своим театральным проектом «В городе Лжедмитрове», преподаёт детям вокал в своей «Школе трёх искусств», выступает с концертами, получил сертификат горнолыжного инструктора.
russian	2019	Pre-ChatGPT	2019-11-19	Алексей Навальный справедливо указал, что его согражданам надоела тема Крыма и Украины вообще.
russian	2019	Pre-ChatGPT	2019-06-29	Алибасов отказался от трансгендеров в новом составе группы «На-На»
russian	2019	Pre-ChatGPT	2019-08-23	Алиев хочет приобрести землю под книжным рынком у метро Почайна Zagorodna.
russian	2019	Pre-ChatGPT	2019-02-14	"Алита: Боевой ангел"" / ""Этот безумный мир"" / Radiorus."
russian	2019	Pre-ChatGPT	2019-06-06	Алиханов — о соседях Калининграда на ПМЭФ: «Скажу так: чтобы станцевать вальс, нужно всё же двое»
russian	2019	Pre-ChatGPT	2019-12-11	"А люди вообще очень крутые"", - добавил актер."
russian	2019	Pre-ChatGPT	2019-03-18	А люди – это главный капитал любой компании и государства.
russian	2019	Pre-ChatGPT	2019-07-14	Амбиции участников разные, но для многих важнее победы возможность показать свой класс и самим зарядиться танцевальным драйвом на сцене.
russian	2019	Pre-ChatGPT	2019-04-23	Американец собирался купить обычный билет за два доллара, но по ошибке взял билет на доллар дороже, увеличивающий потенциальный выигрыш в три раза.
russian	2019	Pre-ChatGPT	2019-12-31	Американская, европейская или израильская методика лечения сейчас является самой лучшей.
russian	2019	Pre-ChatGPT	2019-04-11	Американские блогеры Келли и Коди опубликовали в Instagram снимок, сделанный в опасных условиях, который разделил их подписчиков на два лагеря, пишет The Daily Mail.
russian	2019	Pre-ChatGPT	2019-04-22	Американские власти также пригрозили санкциями тем странам, которые продолжат покупать иранскую нефть.
russian	2019	Pre-ChatGPT	2019-10-20	"Американские военнослужащие могут начать в Сирии новые операции против террористической группировки ""Исламское государство"" (запрещена в РФ)."
russian	2019	Pre-ChatGPT	2019-10-14	Американские военные в Сирии попали в «ужасную ловушку», заявил глава Пентагона Марк Эспер.
russian	2019	Pre-ChatGPT	2019-11-17	Американские ученые из Университета Дьюка в штате Северная Каролина установили взаимосвязь между работой мозга и скоростью ходьбы человека.
russian	2019	Pre-ChatGPT	2019-12-19	Американские ученые успешно опробовали противораковый препарат нилотиниб на пациентах с болезнью Паркинсона.
russian	2019	Pre-ChatGPT	2019-05-19	Американский боксер Дионтей Уайлдер отстоял свой титул чемпиона мира по версии WBC в супертяжелом весе зрелищной победой нокаутом.
russian	2019	Pre-ChatGPT	2019-02-05	Американский лидер на своей странице в Twiter заявил, что все слова актрисы - «абсолютное мошенничество»
russian	2019	Pre-ChatGPT	2019-04-19	Американский телеканал отметил, что, по утверждению «России 24», Алекс почти полностью выполнен из российских деталей и материалов, с использованием созданного в России ПО.
russian	2019	Pre-ChatGPT	2019-02-01	Американский фармацевтический гигант Merck & Co обнародовал сегодня финансовую отчетность, согласно которой чистая прибыль компании по итогам 2018 года выросла более чем вдвое и достигла $6,22 млрд.
russian	2019	Pre-ChatGPT	2019-05-01	"Американскую певицу и актрису 49-летнюю Дженнифер Лопес заметили во время очередных съемок фильма ""Hustlers"" в Нью-Йорке."
russian	2019	Pre-ChatGPT	2019-09-17	Американцы удочерили девочку с Украины и заподозрили в ней взрослую карлицу: Люди: Из жизни: Lenta.
russian	2019	Pre-ChatGPT	2019-05-24	Американцы уже давно опасались усиления военно-морского потенциала Китая и возможности гегемонии Пекина в Юго-Восточной Азии, и конфликт дал им возможность начать сколачивать антикитайскую коалицию из недовольных давлением Пекина.
russian	2019	Pre-ChatGPT	2019-11-01	А мне интересно стало кто автор концепта персонажа, кто сделал и т.д. и т.п. Дизайн мега охуенный.
russian	2019	Pre-ChatGPT	2019-10-13	А муниципальному предприятию ДМРСУ — убрать мешки за участниками субботника и очистить дороги Читы от песка и смёта.
