language	year	period	date	sentence
german	2020	Pre-ChatGPT	2020-12-10	Aber immer sind noch andere da, die quasseln, quengeln und manchmal noch vor dem Dessert auf dem Schoss einschlafen.
german	2020	Pre-ChatGPT	2020-01-28	Aber: In der 84. Minute hätte Lautern fast noch das Ggentor kassiert.
german	2020	Pre-ChatGPT	2020-09-17	Aber je mehr Gruppen, desto weniger fällt Abzocke auf.
german	2020	Pre-ChatGPT	2020-02-16	Abermals bleibt die Frage: Wieso wurde der Urologe erst so spät überführt?
german	2020	Pre-ChatGPT	2020-04-21	Abermals hatte die Landwirtschaft in der vergangenen Saison mit ungewöhnlichen Witterungsbedingungen zu kämpfen.
german	2020	Pre-ChatGPT	2020-07-22	Aber manche Regelungen finden sie nicht mehr angemessen – zum Beispiel die Vorschriften bei Krankenhausbesuchen.
german	2020	Pre-ChatGPT	2020-10-17	Aber mit dem besseren Finish und im Ziel noch mit exakt 0,99 Sekunden Guthaben ausgestattet.
german	2020	Pre-ChatGPT	2020-09-07	Aber Moment: Hatte Henry Ford nicht behauptet, seine Autos seien alle Schwarz, wegen der Kosten?
german	2020	Pre-ChatGPT	2020-04-29	Aber: Nach Überzeugung des Berliner Sozialwissenschaftlers ist Corona eine Katastrophe, nicht „nur“ eine Krise.
german	2020	Pre-ChatGPT	2020-07-14	Aber natürlich dürfte ihm nicht entgangen sein, wie sich die Stimmung gegen die drei offiziellen Bewerber um den CDU-Vorsitz gedreht hat.
german	2020	Pre-ChatGPT	2020-12-17	Aber natürlich habe ich die Entscheidung als Coach der DEG mitgetragen.
german	2020	Pre-ChatGPT	2020-09-17	Aber nicht nur auf der offensiven Außenbahn besteht Bedarf.
german	2020	Pre-ChatGPT	2020-10-02	Aber noch immer gibt es Tickets fürs Derby 96 gegen Braunschweig.
german	2020	Pre-ChatGPT	2020-03-02	Aber selbstredend war das nur Teil der Inszenierung.
german	2020	Pre-ChatGPT	2020-03-29	Aber sie erhalten keine Antwort, denn Arbeitgeber halten sich mit Neuanstellungen zurück.
german	2020	Pre-ChatGPT	2020-11-19	Aber sie sind nur Menschen, keine Maschinen“, betonte der 54-Jährige.
german	2020	Pre-ChatGPT	2020-01-06	Aber so, wie ich Gus kenne, will er die Gelegenheit nutzen, um sein Können unter Beweis zu stellen.”
german	2020	Pre-ChatGPT	2020-09-20	"Aber unsere Absicht ist es, mit dem Fahrerpool zu arbeiten, den wir haben"", so Horner."
german	2020	Pre-ChatGPT	2020-06-25	Aber von einer Möglichkeit bis zu einer konkreten Sache ist es ein weiter Weg.
german	2020	Pre-ChatGPT	2020-05-15	Aber vorher müssen wir es auswerten und Schlüsse daraus ziehen.
german	2020	Pre-ChatGPT	2020-03-02	Aber wann eine Modernisierung der Strecke erfolgt, steht weiter in den Sternen.
german	2020	Pre-ChatGPT	2020-08-03	Aber warum ist der Muskelmann berühmt und woher kennt man ihn?
german	2020	Pre-ChatGPT	2020-12-21	Aber warum nicht für sich allein ein paar Austern, ein Döschen Kaviar oder ein Fläschchen Champagner kaufen?
german	2020	Pre-ChatGPT	2020-07-28	Aber weil ich in London und New York lebte und viel im Flugzeug saß, war ein Tier undenkbar für mich.
german	2020	Pre-ChatGPT	2020-09-21	Aber wenn der Computer sagt: Ich denke, auf dem Foto ist eine Katze, weil da ein Objekt ist, das aussieht wie ein Tier, spitze Ohren hat und ein flauschiges Fell, wäre das vielleicht eine Erklärung, die akzeptabel ist.
german	2020	Pre-ChatGPT	2020-11-20	Aber, wenn die Schwarzen zu den Weißen gehen ist das richtig.
german	2020	Pre-ChatGPT	2020-10-18	Aber wenn ich ein Lied geschrieben hab, höre ich es mir selbst 200 Mal an und frag eine Handvoll bestimmter Leute um Kritik, um Verbesserungsvorschläge – da brauch ich dann kein Schulterklopfen“, sagt Norman.
german	2020	Pre-ChatGPT	2020-03-03	Aber: „Wenn man konzentriert und im Tunnel ist, ist es natürlich schwierig, manche Dinge wahrzunehmen, gerade auch akustisch.
german	2020	Pre-ChatGPT	2020-12-19	Aber wenn sich die Fakten ändern, müssen wir leider auch die Maßnahmen ändern.
german	2020	Pre-ChatGPT	2020-08-23	Aber wer hat die besten Chancen, Seefrieds Nachfolger zu werden?
german	2020	Pre-ChatGPT	2020-10-03	Aber wir hatten in der akademischen Hierarchie keine Chance.
german	2020	Pre-ChatGPT	2020-10-06	Aber wirklich aufgeklärt ist der „Fall Ronja“ nicht.
german	2020	Pre-ChatGPT	2020-11-22	Aber zum Glück weiß das niemand: dass sich zu den zwei bekannten und beliebten Strophen später 20 weitere gesellten.
german	2020	Pre-ChatGPT	2020-07-27	Abgebaut wird es von Arbeitern wie Gabriel Carrasco.
german	2020	Pre-ChatGPT	2020-09-15	Abgehobenen Spielereien verfällt Fechtner nicht, Stil und Perspektive sind nicht manieriert, sondern bodenständig und handfest – Rugby statt Polo, Apfelwein statt Mouton Rothschild.
german	2020	Pre-ChatGPT	2020-10-16	Abgesehen von seiner bequemen Tragefunktion lässt sich der Wickelrucksack von beiden Elternteilen tragen.
german	2020	Pre-ChatGPT	2020-06-23	Abgrenzung nach rechts Reker will „deutliche Zeichen gegen wachsenden Antisemitismus“
german	2020	Pre-ChatGPT	2020-06-08	Ab heute hätten die Stars der Filzball-Szene wie jedes Jahr nur noch Gras im Kopf.
german	2020	Pre-ChatGPT	2020-06-08	Ablenkung für die anderen Kinder, die schon wieder lernen wollen.
german	2020	Pre-ChatGPT	2020-06-15	Ablesen lässt sich das schon jetzt an den bisherigen Insolvenzfällen der Coronakrise.
german	2020	Pre-ChatGPT	2020-03-05	Ab Mitte nächsten Jahres will das Unternehmen jährlich 500.000 Elektrofahrzeuge der Typen Model 3 und Y sowie künftiger Modelle bauen.
german	2020	Pre-ChatGPT	2020-04-19	Ab Montag gilt in Sachsen eine Maskenpflicht beim Einkauf und in Bussen und Bahnen.
german	2020	Pre-ChatGPT	2020-04-30	Ab morgen, Freitag (1. Mai), dürfen wieder diverse Sportstätten wie Leichtathletik-Anlagen, Tennisplätze, Golfplätze oder Pferdesport- und Schießanlagen (um Beispiele zu nennen) geöffnet werden.
german	2020	Pre-ChatGPT	2020-08-07	Absprachen, die nicht eigens eine Konferenz erforderten, liefen per E-Mail.
german	2020	Pre-ChatGPT	2020-09-17	Abstand halten, Maske tragen und regelmäßig die Hände waschen – das sind die wichtigsten Hygieneregeln in Coronakrise.
german	2020	Pre-ChatGPT	2020-02-15	Abweichungen von Vertragsvereinbarungen sind nur möglich, wenn „die Bürger der betreffenden Ortschaften mit einer Mehrheit von zwei Dritteln zustimmen“, heißt es am Vertragsende.
german	2020	Pre-ChatGPT	2020-07-27	"Abwerzger habe lediglich klar gesagt, dass die FPÖ als ""soziale Heimatpartei"" wieder stärker wahrnehmbar sein müsse, das habe überhaupt nichts mit einer Richtungsdiskussion zu tun, betonte Kunasek."
german	2020	Pre-ChatGPT	2020-08-19	Achiko springen um satte 248 Prozent nach oben.
german	2020	Pre-ChatGPT	2020-09-19	Acht Infizierte befinden sich derzeit in Krankenhäusern, eine Person muss auf der Intensivstation behandelt werden.
german	2020	Pre-ChatGPT	2020-11-24	Acht Kreise üerbschreiten laut RKI-Lagebericht vom Sonntagabend einen Inzidenzwert von 300. In der Sächsischen Schweiz liegt er sogar über 400.
german	2020	Pre-ChatGPT	2020-01-01	Acht Sicherheitskräfte wurden dabei nach Angaben lokaler Behörden getötet.
german	2020	Pre-ChatGPT	2020-05-05	Adele: Für Beyoncé hat sie immer Zeit Einem Duett mit Beyonce würde Adele niemals eine Absage erteilen.
german	2020	Pre-ChatGPT	2020-04-09	Afroamerikaner haben offenbar ein erhöhtes Risiko, an Covid-19 zu erkranken.
german	2020	Pre-ChatGPT	2020-02-26	Agiles Projektmanagement setzt auf ein hohes Maß an Interaktivität zwischen allen Beteiligten, das schnelle Anpassungen während der Laufzeit erlaubt.
german	2020	Pre-ChatGPT	2020-03-17	Agnesa Gashi, 21, aus Oberentfelden, Pflegefachfrau: «Die Massnahme trifft mich hart»
german	2020	Pre-ChatGPT	2020-12-04	"Ähnlich äußerten sich gutinformierte Medien wie das Blatt ""La Vanguardia"" oder die Online-Zeitung ""El Español"", die beide eine Rückkehr in absehbarer Zeit als ""sehr schwierig"" bezeichneten."
german	2020	Pre-ChatGPT	2020-11-28	Ähnlich äußerte sich auch Kommunikationsminister Mohammad Javad Azari Jahromi.
german	2020	Pre-ChatGPT	2020-09-09	Ähnliches gilt für das Management der Firmen: Der Anteil der weiblichen Topführungskräfte liegt bei unmittelbaren Beteiligungen des Bundes immerhin bei einem Viertel, im Schnitt sind es bei den öffentlichen Unternehmen nur gut ein Fünftel.
german	2020	Pre-ChatGPT	2020-08-18	Ähnlich klingt der Überblick im Ressort von Bildungsminister Heinz Faßmann (ÖVP).
german	2020	Pre-ChatGPT	2020-08-12	Ähnlich sieht es wohl die russische Bevölkerung: Laut Lanz wollen sich derzeit nur 23 Prozent der Bürger impfen lassen.
german	2020	Pre-ChatGPT	2020-08-19	Ähnlich wie Volkswagen will Škoda in den kommenden Jahren gerade in Europa zu einer zentralen Elektromarke werden.
german	2020	Pre-ChatGPT	2020-10-29	Airbus hat einen Auftragsbestand von 7441 Modellen, die Amerikaner von 4300.
german	2020	Pre-ChatGPT	2020-04-29	Airbus ist schon einen Schritt weiter: Dank einer neuen Kreditlinie über 15 Milliarden Euro und der Streichung der Dividende hatte der Konzern aus Toulouse Anfang April laut Finanzchef Asam 30 Milliarden Euro zur Verfügung.
german	2020	Pre-ChatGPT	2020-03-24	Aiwanger bezifferte die Gesamtsumme auf über eine Milliarde Euro.
german	2020	Pre-ChatGPT	2020-06-22	Aktien Europa: Unsicherheit um Pandemie hält Börsen im Zaum PARIS/LONDON (dpa-AFX) - Angesichts der Ungewissheit über den weiteren Verlauf der Corona-Krise haben Europas Börsen zu Beginn der neuen Woche auf der Stelle getreten.
german	2020	Pre-ChatGPT	2020-09-07	Aktivisten hatten in der Folge über soziale Netze zu Demonstrationen gegen Verdrängung und die Verteuerung von Wohnraum aufgerufen.
german	2020	Pre-ChatGPT	2020-03-19	Aktivistinnen für die Periode „Ich mag meine Menstruation“
german	2020	Pre-ChatGPT	2020-10-23	Aktuell bin ich froh, dass wir einen einigermassen normalen Trainingsbetrieb gewährleisten können.
german	2020	Pre-ChatGPT	2020-06-24	Aktuell droht der Autoverkehr wieder mehr zu werden, weil die Leute den öffentlichen Verkehr aufgrund der Ansteckungsgefahr mit SARS-CoV-2 eher meiden.
german	2020	Pre-ChatGPT	2020-03-18	Aktuell in der Klärung ist noch, was als „Baustelle“ gilt und welche Modalitäten konkret gelten.
german	2020	Pre-ChatGPT	2020-12-10	Aktuell infiziert sind in der Bundeshauptstadt 7.435 Menschen.
german	2020	Pre-ChatGPT	2020-09-13	Aktuell klagt er nur über leichte Symptome in Form von Halsschmerzen.
german	2020	Pre-ChatGPT	2020-03-29	Aktuell kommt der Düsseldorfer Handelskonzern auf eine Kreditbewertung von Ba1, dies liegt eine Stufe unter einem Investmentgrade-Rating.
german	2020	Pre-ChatGPT	2020-03-19	Aktuell sind im zentralamerikanischen Land 109 Personen mit dem Virus infiziert, ein Todesfall wurde gemeldet.
german	2020	Pre-ChatGPT	2020-03-22	Aktuell sind Kinder ohne Schule, Sportvereine und Spielplätze zu Hause isoliert.
german	2020	Pre-ChatGPT	2020-05-27	Aktuell sind noch rund 20 Prozent der Wohnungen des Quartiers zu haben, vorwiegend 4,5-Zimmer-Wohnungen für zwischen 2400 und 2800 Franken monatlich.
german	2020	Pre-ChatGPT	2020-03-30	Aktuell werden aber keine abgehalten, die Corona-Krise hinterlässt auch hier Spuren.
german	2020	Pre-ChatGPT	2020-04-13	Akut erkrankt sind 393, teilte die Stadt weiter mit.
german	2020	Pre-ChatGPT	2020-07-31	Alan Parker war sehr kreativ, schrieb Romane und Essays über das Making-of all seiner Filme, zeichnete Cartoons und hatte einen dicken Packen bisher unverfilmter Drehbücher in der Schublade.
german	2020	Pre-ChatGPT	2020-06-18	Alba-Aufbauspieler Peyton Siva lieferte mit 15 Zählern und fünf Vorlagen eine überzeugende Vorstellung.
german	2020	Pre-ChatGPT	2020-10-25	Aldi Süd nimmt zahlreiche Artikel aus den Regalen.
german	2020	Pre-ChatGPT	2020-03-20	Alexander Lukaschenko interessierte sich in erster Linie für den Namen des Betriebes.
german	2020	Pre-ChatGPT	2020-04-07	Alexander Nübel wechselt in der kommenden Saison zu Bayern München.
german	2020	Pre-ChatGPT	2020-01-27	Alexander Van der Bellen übergab die grüne Klubführung an Eva Glawischnig (heute bei ) und Leo Specht meldete eine Projektentwicklung- und Beteiligung GmbH an.
german	2020	Pre-ChatGPT	2020-12-18	Algorithmen können genauso Hass und digitale Gewalt verbreiten.
german	2020	Pre-ChatGPT	2020-05-04	Alkas geht in seinem Modell von einer sehr geringen Reproduktionszahl aus.
german	2020	Pre-ChatGPT	2020-10-22	All diese Konfliktlinien, all diese Probleme, die in unserer Gesellschaft existieren und die wir nur bei den Rechten zu sehen glauben, machen also keinen Bogen um die politisch Linken“, könnte sie ihren Duldungsstatus auch bald los sein.
german	2020	Pre-ChatGPT	2020-02-07	Alle Ausbildungsträger und Pflegeschulen würden aus diesem Fonds dann Ausgleichszahlungen erhalten, um ihre Kosten zu finanzieren.
german	2020	Pre-ChatGPT	2020-11-17	Alle Cartes Anhänger kickten sie – wenn auch unrechtmäßig – aus der unteren Kammer des Kongresses.
german	2020	Pre-ChatGPT	2020-09-10	Alle drei Corona-Ampeln stehen gleichwohl auf Grün, die Reproduktionszahl R liegt bei 0,70.
german	2020	Pre-ChatGPT	2020-03-13	Alle eigenen Veranstaltungen werden bis einschließlich 10. April abgesagt.
german	2020	Pre-ChatGPT	2020-12-13	Alle Geschäfte sollen vom 16. Dezember bis 10. Januar schließen – außer jene, die den täglichen Bedarf abdecken.
german	2020	Pre-ChatGPT	2020-01-31	Alle haben sich auf das gemeinsame Interesse besonnen, Schaden zu vermeiden und dem Partner die Freiheit zum Erfolg zu gönnen.
german	2020	Pre-ChatGPT	2020-11-06	Allein das Ergebnis der Beweisaufnahme sei maßgeblich für eine Entscheidung des Gerichts über eine etwaige Täterschaft und Schuld des Angeklagten.
german	2020	Pre-ChatGPT	2020-12-10	Allein das Zahlenverhältnis zeigt, wie einseitig und verzerrt der Blick auf Israel ist.
german	2020	Pre-ChatGPT	2020-02-05	Allein: Die Kunden können sich nicht sicher sein, ob sie seit gut zehn Jahren nicht doch einer Gaukelei beiwohnen.
german	2020	Pre-ChatGPT	2020-03-24	Allein die Tiere kosten Zens im Monat 10 000 Euro für Futter, Pfleger, Tierarzt.
german	2020	Pre-ChatGPT	2020-06-01	Alleine diese Seilschaft müsste ihm zum Verhängnis werden.
german	2020	Pre-ChatGPT	2020-07-14	Alleine durch den Reifenabrieb gelangen global durchschnittlich 0,8 Kilogramm pro Kopf und Jahr in die Umwelt - in Summe 6,1 Millionen Tonnen oder knapp zwei Prozent der gesamten weltweiten Kunststoffproduktion.
german	2020	Pre-ChatGPT	2020-07-14	Alleinerziehende werden wegen der Corona-Krise bei der Steuererklärung begünstigt.
german	2020	Pre-ChatGPT	2020-09-14	Allein im vergangenen Jahr haben uns über 3.000 Einsendungen erreicht, darunter eine Vielzahl großartiger Projekte.
german	2020	Pre-ChatGPT	2020-08-20	Allein in der vergangenen Woche wurde demnach 875.525 Tests auf eine Sars-CoV-2-Infektion durchgeführt, 8407 davon fielen positiv aus, also 0,96 Prozent (bei 181 übermittelnden Laboren).
german	2020	Pre-ChatGPT	2020-03-26	Allein in meiner Kleingruppe, die aus sechs Leuten besteht, sind eine Sprachwissenschaftlerin, ein Mediziner, ein Bauingenieur und ein Nachhaltigkeitsforscher.
german	2020	Pre-ChatGPT	2020-09-12	Allein in Oregon hätten 40'000 Anwohner ihre Häuser verlassen müssten, teilte die Gouverneurin des Bundesstaates, Kate Brown, am Freitag mit.
german	2020	Pre-ChatGPT	2020-09-24	Allein Jan Vlamynck (48), derzeit gemeinsam mit Jennifer Jasberg (37) Kreisvorsitzender, bleibt im Amt.
german	2020	Pre-ChatGPT	2020-08-26	Allein mit der erhöhten Anzahl der Tests ist dieser Unterschied nicht zu erklären.
german	2020	Pre-ChatGPT	2020-10-08	Alle kleinen Umschläge fahren auf dem Förderband weiter.
german	2020	Pre-ChatGPT	2020-10-29	"Alle Länder hätten ""eine ähnliche Situation - manche sind ein paar Wochen voran, manche sind ein paar Wochen zurück""."
german	2020	Pre-ChatGPT	2020-12-11	Alle machen mit, sind achtsam und aufmerksam“, freut sich Heike Erpel, die das Projekt Warmes Essen an der Pauluskirche leitet.
german	2020	Pre-ChatGPT	2020-08-15	Alle Möbel im Wohnzimmer begannen zu zittern, ein Erdbeben, dachte ich.
german	2020	Pre-ChatGPT	2020-09-01	"Allem voran der ""Spesenbetrug"", den Strache begangen habe."
german	2020	Pre-ChatGPT	2020-01-03	Alle Nachrichten rund um finden Sie bei uns.
german	2020	Pre-ChatGPT	2020-08-04	Allen Beteiligten ist klar: Es wird ganz knifflig, das 1:2 aus dem Achtelfinal-Hinspiel der Europa League am Mittwoch ab 18.55 Uhr im Rückspiel gegen Schachtar Donezk noch zu drehen.
