language	year	period	date	sentence
english	2019	Pre-ChatGPT	2019-11-12	According to her, the regulatory control will also build confidence in Nigerians about the medicines that are available in the country since SFs medicines can come in through importation.
english	2019	Pre-ChatGPT	2019-01-15	According to him, if not for K1, the crisis would have been worse than that as he repeatedly talked to both warring parties to douse the tension.
english	2019	Pre-ChatGPT	2019-12-17	According to him, while Ovia North East provided 25,329 hectares; Ovia South West had 36,759 hectares; while Orhionmwon and Uhunmwode provided 51,000 and 23, 000 hectares of land of land respectively.
english	2019	Pre-ChatGPT	2019-10-29	According to Invest Saudi’s Fall 2019 Investment Highlights report, which was launched on the sidelines of FII, over 250 overseas businesses were granted investor licenses Q3 2019 - 30 per cent increase compared to the same period last year.
english	2019	Pre-ChatGPT	2019-12-13	According to local news channel report, after receiving information about the incident, police personnel and teams arrived at the scene and rescued the victims.
english	2019	Pre-ChatGPT	2019-08-05	According to Ludvik, the indirect influence of the Russian response was the most painful for fruit producers, because it is associated with long-term processes of farm development.
english	2019	Pre-ChatGPT	2019-10-22	According to Lyman's affidavit, the owner of the store eventually met with Hoffman, with Hoffman admitting to taking the items and returning approximately half of the marijuana.
english	2019	Pre-ChatGPT	2019-10-30	According to Miner, the vacation is designed to be family-friendly.
english	2019	Pre-ChatGPT	2019-11-29	According to Ojukwu, there would be human rights awards to individuals, federal/state agencies and corporate institutions in recognition of their contributions to human rights protection in Nigeria.
english	2019	Pre-ChatGPT	2019-11-02	According to one episode of The Beautiful World of Jeffree Star Jeffree Star said he could place another order as early as Nov. 4, 2019.
english	2019	Pre-ChatGPT	2019-09-12	According to PETA Australia, the Melbourne Cup is “one of the cruellest days on Melbourne’s calendar”.
english	2019	Pre-ChatGPT	2019-10-06	According to Pitt, it was a very natural desire.
english	2019	Pre-ChatGPT	2019-02-25	According to police, a male tried to get into a resident’s home.
english	2019	Pre-ChatGPT	2019-02-22	According to police, a Montford was taken into custody after officers found a knife they believe was used in the stabbing assault.
english	2019	Pre-ChatGPT	2019-10-13	According to police, the 21-year-old man was driving a 2007 Chevrolet at a high rate of speed when he hit a curb and struck a utility pole.
english	2019	Pre-ChatGPT	2019-07-24	According to recent numbers, the administration has not provided hurricane ravaged areas with aid that’s correlated to the magnitude of the storms' losses.
english	2019	Pre-ChatGPT	2019-11-18	According to reports Caitlyn is set to pocket a cool £500,000 for the privilege of fending off cockroaches in the jungle for three weeks – one of the biggest pay days the show has ever dished out.
english	2019	Pre-ChatGPT	2019-06-06	According to Taylor, a lot of the time it is these family members and friends who made her presence possible.
english	2019	Pre-ChatGPT	2019-09-23	According to the American Foundation for Suicide Prevention, an average of 129 deaths by suicide occur per day and there are an estimated 1,400,000 suicide attempts per year.
english	2019	Pre-ChatGPT	2019-10-05	According to the Australian Bureau of Statistics, only 3.3 people live in Australia per square kilometer.
english	2019	Pre-ChatGPT	2019-10-12	According to the boxing champion-turned-cleric, most African stars do not live long compared to their counterparts in the Western world.
english	2019	Pre-ChatGPT	2019-11-22	According to the Kingston Central police, they were alerted about the body at 3:45 yesterday afternoon.
english	2019	Pre-ChatGPT	2019-08-22	According to the MoU signed on Wednesday between MoPR and CSC e-Governance, Gram Panchayat Bhawans will host common service centres (CSCs), to provide easy access to government services and social schemes in rural areas.
english	2019	Pre-ChatGPT	2019-08-23	According to the prosecutor, the offence contravenes Sections 97 and 221 of the Penal Code.
english	2019	Pre-ChatGPT	2019-11-16	According to the report, all the external factors that expected to contribute towards its growth are the drivers in the Cellulase market.
english	2019	Pre-ChatGPT	2019-12-11	According to the survey, 53% of riders also say they regularly use a bus stop with no shelter or amenities.
english	2019	Pre-ChatGPT	2019-10-15	According to the Sustainable Business report, it is estimated that only 20 per cent of global e-waste is recycled each year, leaving 40 million tonnes to be placed in landfills, burned or illegally traded.
english	2019	Pre-ChatGPT	2019-09-19	According to the Treasury Department’s Financial Crimes Enforcement Network (FinCEN), real estate wire fraud is estimated to cost the real estate industry approximately $48 million a month.
english	2019	Pre-ChatGPT	2019-10-06	According to unconfirmed reports, over 100 gunmen who are yet to be identified, had invaded and opened fire on soldiers and police personnel stationed at the village, about 30 kilometres away from Anka Local Government headquarters.
english	2019	Pre-ChatGPT	2019-05-31	A CCTV camera recorded Mr Bishop walking along the Chess driveway.
english	2019	Pre-ChatGPT	2019-11-02	A child’s job used to simply be to grow up.
english	2019	Pre-ChatGPT	2019-07-29	“A civilized marketplace of ideas is a nice sentiment, but it can’t exist when some of those ideas are inherently violent.
english	2019	Pre-ChatGPT	2019-11-29	A clean air awareness campaign, possibly integrated with Swachh Bharat, which talks about the advantages of EV for the environment, the health of citizens and economic savings can also help, he added.
english	2019	Pre-ChatGPT	2019-10-06	A commitment was made in June of 2014 to send tractors to clear the mountain roads in North Leeward, North Central Windward and then South Leeward before the 2015 elections.
english	2019	Pre-ChatGPT	2019-03-30	A common criticism of the watchdog is that while it screens every complaint it refers the majority of complaints back to the police service in question to conduct an investigation.
english	2019	Pre-ChatGPT	2019-12-10	A couple are awful enough to frighten small children.
english	2019	Pre-ChatGPT	2019-09-19	A couple of cotton fields had been stripped, and harvest was expected to ramp up going into October.
english	2019	Pre-ChatGPT	2019-08-18	A court in the United Kingdom has jailed a Nigerian man who swallowed 67 wraps of cocaine.
english	2019	Pre-ChatGPT	2019-09-16	A criminal complaint is expected to be filed midweek, he said.
english	2019	Pre-ChatGPT	2019-01-28	A crisis of masculinity … Emmet, voiced by Chris Pratt, in The Lego Movie 2: The Second Part.
english	2019	Pre-ChatGPT	2019-01-18	Action cartoons were at a real nadir at that time, and the hyper-kinetic storytelling and dynamic character designs struck a chord, and the show would stay on the network for a flabbergasting ten years.
english	2019	Pre-ChatGPT	2019-12-11	Action News anchors Margot Kim and Cory James present several stories on why educators, health experts and emergency responders are expressing concern over vaping among youth.
english	2019	Pre-ChatGPT	2019-10-06	Activists tried to get relief from the Bombay High Court, by approaching the court again on Saturday and seeking a stay to tree cutting, so that they could approach the Supreme Court.
english	2019	Pre-ChatGPT	2019-01-30	Activities begin at 6 p.m. with a meal.
english	2019	Pre-ChatGPT	2019-11-22	Act on what is present and needs to be handled.
english	2019	Pre-ChatGPT	2019-01-29	Actor Michael Douglas has revealed that he had asked actress and his wife Catherine Zeta-Jones to tap dance in their bathroom.
english	2019	Pre-ChatGPT	2019-09-13	actor shared a Photoshopped picture of the 55-year-old host giving him a back hug.
english	2019	Pre-ChatGPT	2019-08-30	Actress Garcelle Beauvais has joined the cast of ‘RHOBH,’ which was sprung on the cast when she showed up at Kyle Richards’ house to start filming immediately.
english	2019	Pre-ChatGPT	2019-10-03	Actress Vandana Sajnani has always been an absolute livewire, wearing the mantle of a director and producer (of her own theatre company) with equal charm.
english	2019	Pre-ChatGPT	2019-08-18	Act two of Italian populism, if Salvini is in charge, will put up a tough fight against anyone trying to get in its way.
english	2019	Pre-ChatGPT	2019-10-12	“Actually, my plan was to become a civil servant,” Kristine offers.
english	2019	Pre-ChatGPT	2019-09-21	A CV ought to be ordered, and shouldn’t to span over 1 web page.
english	2019	Pre-ChatGPT	2019-11-20	A CV should be appropriately ordered, and ought not to length more than one page.
english	2019	Pre-ChatGPT	2019-09-10	Adam Eli, a queer activist, was leaving the subway station at 28th Street and Broadway in Manhattan when he claims that a man he didn’t know confronted him and demanded that he “take that kippah off.”
english	2019	Pre-ChatGPT	2019-09-03	Adam wants to get a list of his father’s medications to see if there are any contraindications, which gives Phyllis a pause.
english	2019	Pre-ChatGPT	2019-03-01	A day earlier, Boloña was lobbying with other student officials in Tallahassee for internship opportunities.
english	2019	Pre-ChatGPT	2019-08-05	A day earlier, on a damp pitch, they were 31 for one after six overs.
english	2019	Pre-ChatGPT	2019-09-03	Adding a crosswalk between upper Main Street and lower Main Street also was discussed.
english	2019	Pre-ChatGPT	2019-10-29	Adding to the complicated situation, Jim officially filed for divorce from Meghan on Oct. 25, following five years of marriage.
english	2019	Pre-ChatGPT	2019-04-28	Add in the £935,000 cost of the land and the owners suggested the property cost a total of '£3.
english	2019	Pre-ChatGPT	2019-09-10	Additionally, he thought that Watkins, who he outweighs by 20 pounds was being too rough, causing him to lose his cool.
english	2019	Pre-ChatGPT	2019-04-09	Additionally, Maria Jurvejeva-Skuratovski, a former elder of Lasnamäe district who was elected to the Riigikogu, has extended the suspension of her mandate to the city council until 31 August.
english	2019	Pre-ChatGPT	2019-12-05	Additional races this day will include a 5 km freestyle, 3 km youth freestyle, 5 km classic, 3 km youth classic and a KidK race.
english	2019	Pre-ChatGPT	2019-10-27	Add to that at least 240 weekend voters and the total is up to 609 as we enter the final week of advance voting.
english	2019	Pre-ChatGPT	2019-10-10	A deal was done though, between Durbin and then-Sen.
english	2019	Pre-ChatGPT	2019-03-01	Adebayo moved his feet, made Durant go to a counter move then contested with his hand as close to Durant’s release as was humanly possible without fouling.
english	2019	Pre-ChatGPT	2019-02-27	… A December poll showed 68 percent of Virginians approve of the Amazon deal, while 30 percent disapprove.”
english	2019	Pre-ChatGPT	2019-09-03	A Department of Foreign Affairs and Trade spokesperson told staff were providing consular assistance to an Australian man detained in Singapore.
english	2019	Pre-ChatGPT	2019-02-05	A development application has been lodged with Penrith Council, with plans for a two storey childcare centre on the 569.50sqm corner site of 70 Cadda Ridge Drive.
english	2019	Pre-ChatGPT	2019-12-28	A diamond in the rough, is the smart, creative, and kind daughter of any parent's dreams.
english	2019	Pre-ChatGPT	2019-08-16	A different photo shows the model looking almost unrecognizable, sporting a short, blue wig, and sticking out her tongue.
english	2019	Pre-ChatGPT	2019-10-16	A Dinajpur court on Tuesday issued a warrant for the arrest of 23 people, including seven former managing directors of Barapukuria Coal Mining Company Limited (BCMCL), in a case filed over the disappearance of coal worth Tk 2.43 billion from the coalmine.
english	2019	Pre-ChatGPT	2019-04-09	Adjusted for inflation, that’s equivalent to $1.1 million today.
english	2019	Pre-ChatGPT	2019-12-17	Admittedly, not everyone was a fan of what Leto did with the character.
english	2019	Pre-ChatGPT	2019-10-03	Adrian Peterson and the running game have been lousy all season.
english	2019	Pre-ChatGPT	2019-08-18	A driverless car takes someone to the grocery store.
english	2019	Pre-ChatGPT	2019-11-25	“Adult support is important,” Neubeck said, “but I think it’s really important that the group is run by students.
english	2019	Pre-ChatGPT	2019-01-04	Advanced bone growth stimulators can also facilitate multi-level fusions, the efficiency of which plays a pivotal role in spine fusion aftercare of patients.
english	2019	Pre-ChatGPT	2019-08-14	Advisor Group Inc. grew its holdings in shares of Kinsale Capital Group by 2,241.7% during the second quarter.
english	2019	Pre-ChatGPT	2019-08-06	AdvisorNet Financial Inc raised its position in shares of XPO Logistics by 54.9% in the 2nd quarter.
english	2019	Pre-ChatGPT	2019-09-19	Advisory Services Network LLC now owns 7,516 shares of the real estate investment trust’s stock worth $119,000 after acquiring an additional 2,350 shares in the last quarter.
english	2019	Pre-ChatGPT	2019-09-01	AEW will also crown the first Women’s Champion in a match between Nyla Rose and Riho.
english	2019	Pre-ChatGPT	2019-12-05	A family member of one of the victims left the courtroom in tears after the sentence.
english	2019	Pre-ChatGPT	2019-10-06	A federal source began posing as a tipster for the accused cops in December 2017 and told Elizondo about the stash house on the West Side, the feds say.
english	2019	Pre-ChatGPT	2019-02-18	‘A few hours later, after the hives had gone down, my husband suggested I read the ingredients in my lip balm.
english	2019	Pre-ChatGPT	2019-11-18	A few hundred protesters streamed out of the campus early Monday in an apparent bid to escape, but they were driven back by police tear gas.
english	2019	Pre-ChatGPT	2019-04-28	A few months who, Nollywood actress, Liz Anjorin revealed that she had been awarded Borokinni Adinni of Nigeria by the Islamic Foundation of Nigeria and threw a party to the effect.
english	2019	Pre-ChatGPT	2019-05-15	A few showers and thunderstorms may pop up starting around 6 p.m. While severe weather is unlikely, pockets of heavier rain could impact the tail end of the evening commute and/or your outdoor evening plans.
english	2019	Pre-ChatGPT	2019-05-24	A firefighter was lightly injured while working to extinguish the blaze by a gas tank that exploded, the Ynet news site reported.
english	2019	Pre-ChatGPT	2019-05-02	A footballer terrified of the dentist accidentally killed himself with painkillers after refusing to get treatment for an excruciating toothache, an inquest has heard.
english	2019	Pre-ChatGPT	2019-04-09	A former Likudnik, Kachlon bolted to found the Kulanu Party in 2014, notching an impressive ten seats in the 2015 election.
english	2019	Pre-ChatGPT	2019-05-24	A former staffer at IT World Canada, she's now contributing as a part-time podcast host on Hashtag Trending.
english	2019	Pre-ChatGPT	2019-09-23	A former world player of the year and 2015 World Cup winner, Retallick thought he was going to miss this tournament until a few days before the squad announcement.
english	2019	Pre-ChatGPT	2019-05-31	A fresh review was ordered and in 2011 found that the pilots should not have been blamed and the earlier ruling was set aside.
english	2019	Pre-ChatGPT	2019-11-13	African American men are historically undercounted more than men of any other racial group.
english	2019	Pre-ChatGPT	2019-08-27	After 2 successful years and a World Series championship with the Astros, Morton returns.
english	2019	Pre-ChatGPT	2019-05-02	After 50 years, the range of possibilities expands.
english	2019	Pre-ChatGPT	2019-06-08	After a 2018-19 concert season during which SPCO audience members gazed out the towering windows of St. Paul’s Ordway Center upon a fenced-in park undergoing renovation, the year-long project is at last complete.
english	2019	Pre-ChatGPT	2019-05-15	After a couple of hundred suicides, the minute you walk through the door you can smell the bad ones.
english	2019	Pre-ChatGPT	2019-10-22	After a highly successful turn at Kickstarter, Sphero is bringing its latest RVR to consumers, educators, and students around the world to give them the chance to experience what it may feel like to control and program a space rover.
english	2019	Pre-ChatGPT	2019-10-10	After all, there were so few of them, less than a million worldwide, and most are in northern Iraq.
english	2019	Pre-ChatGPT	2019-05-26	After all, “Ubis jus ubis remedium” (Where there is a wrong, there must be a remedy).
english	2019	Pre-ChatGPT	2019-02-16	"After a ""nationwide search,"" the Bellevue Chamber of Commerce hired Fain as their CEO, reports."
english	2019	Pre-ChatGPT	2019-08-24	After another preteen boy performed drag in Ohio, state Republicans proposed legislation barring these performances, linking them, without evidence, to child trafficking.
english	2019	Pre-ChatGPT	2019-05-20	After an outstanding opening half of the season when Dortmund played fast-paced, free-flowing attacking soccer, the young team threw its lead away in the second half.
english	2019	Pre-ChatGPT	2019-09-07	After a Tigers’ punt to start the fourth quarter, the Bulldogs pushed the lead to 20 points.
english	2019	Pre-ChatGPT	2019-11-20	After a trip around the nation, “We Will Rock You” will have tour dates in Canada.
english	2019	Pre-ChatGPT	2019-10-22	After a Trudeau rally held in Ottawa during the stretch run, Liberal MP Greg Fergus, from a nearby Quebec riding, mused about unignorable parallels with the Pierre Trudeau 1972 minority setback.
english	2019	Pre-ChatGPT	2019-09-30	After being fitted with a prosthetic he told CNN in 2012 that he worked hard for two years to beat the odds and walk again.
english	2019	Pre-ChatGPT	2019-08-16	After being given repeated orders to drop the gun and get on the ground, the man complied, the sheriff’s office said.
english	2019	Pre-ChatGPT	2019-09-03	After Bolsonaro was elected, he transferred the regulation of indigenous reserves to the agricultural ministry of Brazil, an entity controlled by corporate agribusiness lobbyists.
english	2019	Pre-ChatGPT	2019-03-29	After class, we remain in the pool to share funny jokes along with memories of family and friends no longer with us.
english	2019	Pre-ChatGPT	2019-11-13	After failing to find work in St. John’s, Lagace moved to Edmonton three months ago to try to change his life.
english	2019	Pre-ChatGPT	2019-11-23	After Fiona Hill blasted lawmakers on the Hill for sharing a Russian-created conspiracy theory about Ukraine hacking the 2016 U.S. election, Trump went on FOX News and again repeated the bogus allegation.
english	2019	Pre-ChatGPT	2019-04-02	After galloping around with his parents and three siblings, they all settled in Irving, TX., in 1963.
english	2019	Pre-ChatGPT	2019-11-29	After graduation, he was hired by a start-up called Tangerine to work in their industrial design group.
english	2019	Pre-ChatGPT	2019-01-26	After his critically-acclaimed Netflix show Ozark, Hollywood star Jason Bateman will be helming a Netflix comedy featuring WWE champion and movie star John Cena, according to a report by the Screen Rant.
english	2019	Pre-ChatGPT	2019-09-03	"After his death, Toland finds himself in ""."
english	2019	Pre-ChatGPT	2019-03-03	After I got the rhythm, I heated up a little bit.
english	2019	Pre-ChatGPT	2019-03-22	After losing its first Somali council member, the community reacts to the City Council's replacement.
english	2019	Pre-ChatGPT	2019-07-02	After losing the first set to a far more experienced opponent she turned things around to claim a first-ever Wimbledon main victory, 4-6 6-4 6-4.
english	2019	Pre-ChatGPT	2019-02-13	After making 2 of 17 shots to open the second half, Duke (22-2, 10-1 Atlantic Coast Conference) got hot to make 9 of 13 and shut down the Cardinals over the final 9:54.
english	2019	Pre-ChatGPT	2019-10-11	After mentioning cyberattacks by state and non-state actors and China’s expansionist activities in the Indo-Pacific region, Dutton said a frank conversation was the right one.
english	2019	Pre-ChatGPT	2019-03-01	After moving forwards Mark Stone, Matt Duchene and Ryan Dzingel, the Ottawa Senators’ failures are laid bare.
english	2019	Pre-ChatGPT	2019-01-29	After moving into journalism, he was principal business reporter for Radio Television Hong Kong before the handover to China.
english	2019	Pre-ChatGPT	2019-09-30	After no trades were accepted and no extension was reached, the Chargers decided to put off further contact discussions until the end of the season.
english	2019	Pre-ChatGPT	2019-09-25	After only eating between one to two meals a day in the past, Jaden Smith looked strong and healthy to catch waves in Malibu on Sept. 24!
english	2019	Pre-ChatGPT	2019-09-21	After Phyllis Summers (Michelle Stafford) warns Adam that Nick’s onto him, he’ll decide something must be done.
english	2019	Pre-ChatGPT	2019-12-18	After practice Monday, Rivers said he’s tried to take the early setbacks in stride: “It is frustrating at times, I guess, but it’s nothing I lose sleep over right now.”
english	2019	Pre-ChatGPT	2019-06-27	After putting away his instrument, Barr came to the podium and said he wanted to explain how this had come about.
english	2019	Pre-ChatGPT	2019-10-23	After Reacher fans complained that Cruise was too small to play the big bruiser, and Cruise coaxed the first film’s director, Christopher McQuarrie, to his “Mission: Impossible” franchise, Paramount decided two Reacher films were enough.
english	2019	Pre-ChatGPT	2019-09-25	After reviewing market and economic trends in the Nixon and Clinton impeachment periods, economists at Cornerstone Macro found that whatever had preceded the political tumult simply continued.
english	2019	Pre-ChatGPT	2019-08-05	After Sandy Hook, Watts founded her group, joined with Everytown for Gun Safety and worked with Giffords to increase grassroots outreach and lobbying for gun control.
english	2019	Pre-ChatGPT	2019-05-24	After seeing Saturday’s performance, it seems quite possible that collegiate track programs out there might try to capitalize on his raw athleticism to move him to pursue a track career.
english	2019	Pre-ChatGPT	2019-09-18	After selection it is another two years of training before launching to the space station.
english	2019	Pre-ChatGPT	2019-12-18	After that he became operations manager for Manitoba Telecom Services in Winnipeg, where he headed and planned all web hosting endeavours for the company’s provincial operations.
english	2019	Pre-ChatGPT	2019-05-15	After that, the athletes participated in a group warm up under the guidance of Adaptive Physical Education Director Sean Corson.
english	2019	Pre-ChatGPT	2019-08-30	"After the break the away fans let off flares which Zelazny felt ""knocked"" Rangers and hindered their momentum."
english	2019	Pre-ChatGPT	2019-01-15	After the gossip began to rise, Tommie explained what went down in one of her IG stories.
english	2019	Pre-ChatGPT	2019-11-01	After the keto flu has passed, long-term keto dieters often say they have gained increased focus and energy.
english	2019	Pre-ChatGPT	2019-10-09	After the news of Luck’s retirement leaked to the media during a meaningless preseason game, fans booed Luck as he walked off the field for the last time.
english	2019	Pre-ChatGPT	2019-11-13	After the release of in 2006, Human Head wrestled with various problems.
english	2019	Pre-ChatGPT	2019-08-18	After the third session he refused to go.
english	2019	Pre-ChatGPT	2019-04-30	After the Titans drafted Simmons, they showed the fight clip on live TV and rather than talk about his play-making abilities they lambasted him as a possible problem for the Titans as a women beater.
english	2019	Pre-ChatGPT	2019-05-14	After the verdict, Mr. Wisner said in a statement, “The jury saw for themselves internal company documents demonstrating that, from Day 1, Monsanto has never had any interest in finding out whether Roundup is safe.”
english	2019	Pre-ChatGPT	2019-03-11	After this feat against PSG, United is slowly establishing that they are still in the game.
english	2019	Pre-ChatGPT	2019-12-18	After Truth vs. Akira Tozawa, the gauntlet picked up nicely with Tozawa vs. Ricochet.
english	2019	Pre-ChatGPT	2019-11-20	After two and a half years in Stateville, Myles was transferred to Menard Correctional Center, far downstate on the banks of the Mississippi.
english	2019	Pre-ChatGPT	2019-10-03	After Wednesday night’s exploits, how can anyone else have a better claim to the title of sprint queen of the world?
english	2019	Pre-ChatGPT	2019-08-10	After Wexner's birthday party, Glenn went to his home in Ohio while Dershowitz flew on Epstein's plane back to his own home in Boston, Dershowitz said.
english	2019	Pre-ChatGPT	2019-05-14	A further decision, to approve procedures and mechanisms on compliance with the Rotterdam Convention – seen as a crucial step for further improving implementation of this key convention – was adopted with great appreciation by Parties.
english	2019	Pre-ChatGPT	2019-11-01	A future human versus a future robot is a way cleaner conflict than a future robot versus a reprogrammed future robot.
english	2019	Pre-ChatGPT	2019-09-12	Again, in December 2013 the Bank of Ghana (Notice No. BG/GOV/SEC/2013/08) increased the minimum capital requirement to GHS120 million for new entrants and existing licensed Class 1 banks.
english	2019	Pre-ChatGPT	2019-10-11	Again, let's give them credit for getting something right.
english	2019	Pre-ChatGPT	2019-11-25	Again, Mattis’s actions then were nowhere near the level we’ve seen directed at President Trump.
english	2019	Pre-ChatGPT	2019-06-03	Again, that should keep us near-normal for this time of year, with highs in the upper 80s to low 90s.
english	2019	Pre-ChatGPT	2019-01-05	Again, that will pass $900M once tomorrow's weekend box office report comes in.
english	2019	Pre-ChatGPT	2019-09-16	Agatha and the Death of X is set in the Blitz in 1940s London, as the author decides she must kill off her most famous creation, and in doing so, becomes a target herself.
english	2019	Pre-ChatGPT	2019-06-27	"Agencies must offer ""genuine justifications for important decisions, reasons that can be scrutinized by courts and the interested public,"" Roberts wrote."
english	2019	Pre-ChatGPT	2019-07-10	A generation or two earlier, the neighborhood was full of workers, fishermen, whores, gamblers, resident or gypsy loggers, and travelers meeting the ferry.
english	2019	Pre-ChatGPT	2019-08-25	A German public health researcher, — who had recently published a book on my grandfather’s pioneering work in infant and children’s healthcare — asked if he could request the Stolpersteine be placed in front of the home my father left behind.
english	2019	Pre-ChatGPT	2019-10-10	A glaring example of this is our requirement that local sales taxes be paid to some 58 local sales tax collectors across Louisiana.
english	2019	Pre-ChatGPT	2019-11-16	A glass pipe commonly used to smoke methamphetamine also was found in the vehicle.
english	2019	Pre-ChatGPT	2019-08-05	A good 70% of people believe they are better than average drivers.
english	2019	Pre-ChatGPT	2019-10-29	A good relationship between themselves and the farming community also been ensured on a long-term basis through their technological support and other assistances.
english	2019	Pre-ChatGPT	2019-10-05	“A great moment for Gavin and great moment for his family.”
