sent_id;language;year;period;date;word_order;sentence;has_subject;has_verb;has_object;subj_text;subj_pos;verb_text;verb_pos;obj_text;obj_pos;true_word_order;notes
0;eng;2019;Pre-ChatGPT;2019-11-18;SV_only;It is also as if you have to make a covenant between you and the people , ” the JLP leader added .;TRUE;TRUE;FALSE;leader;21.0;added;22.0;;;SVO;wrong prediction
0;eng;2023;Post-ChatGPT;2023-10-28;SVO;The application features live interactive sessions with the doctor on appointment and to start with it is available in Malayalam with English subtitle and later in other Indian languages too .;TRUE;TRUE;TRUE;application;2.0;features;3.0;sessions;6.0;SVO;right prediction
0;eng;2024;Post-ChatGPT;2024-11-18;SV_only;Labour activists say the cut is being raised on the doorsteps and was partly to blame for local by - election defeats in Edinburgh and Dundee .;TRUE;TRUE;FALSE;activists;2.0;say;3.0;;;SVO;wrong prediction
0;eng;2018;Pre-ChatGPT;2018-05-11;SVO;Trade puts an end to war because of the vested interest in mutual prosperity .;TRUE;TRUE;TRUE;Trade;1.0;puts;2.0;end;4.0;SVO;right prediction
0;eng;2020;Pre-ChatGPT;2020-02-17;SVO;With the decade coming to an end , app store intelligence firm App Annie has released its Decade in Review analysis .;TRUE;TRUE;TRUE;firm;12.0;released;16.0;analysis;21.0;SVO;right prediction
0;eng;2023;Post-ChatGPT;2023-01-09;SV_only;But it can also be viewed as an opportunity due to panic selling - which I believe happened in a number of PIMCO 's muni CEFs .;TRUE;TRUE;FALSE;it;2.0;viewed;6.0;;;SVO;wrong prediction
0;eng;2024;Post-ChatGPT;2024-06-27;INCOMPLETE;One of the candidates is incumbent MP Zarah Sultana who was elected in 2019 .;FALSE;FALSE;FALSE;;;;;;;SVO;wrong prediction
0;eng;2018;Pre-ChatGPT;2018-11-03;SVO;Last year , Srinagar received its first snowfall of the season in December .;TRUE;TRUE;TRUE;Srinagar;4.0;received;5.0;snowfall;8.0;SVO;right prediction
0;eng;2023;Post-ChatGPT;2023-03-24;SVO;Cowen lifted their price target on shares of Cisco Systems from $ 61.00 to $ 64.00 and gave the company an “ outperform ” rating in a report on Thursday , February 16th .;TRUE;TRUE;TRUE;Cowen;1.0;lifted;2.0;target;5.0;SVO;right prediction
0;deu;2021;Pre-ChatGPT;2021-05-26;INCOMPLETE;Diese wissenschaftlich erprobten Gedächtnis - Fitnessübungen sind ein abwechslungsreiches Training für die kleinen grauen Zellen .;FALSE;FALSE;FALSE;;;;;;;SVO;wrong prediction
0;deu;2022;Pre-ChatGPT;2022-06-02;INCOMPLETE;Und sogar gerne begründen , warum es ungerecht wäre , wenn das russische Volk westliche Schokolade entbehren müsste .;FALSE;TRUE;FALSE;;;begründen;4.0;;;INCOMPLETE;right prediction
0;deu;2020;Pre-ChatGPT;2020-04-03;SV_only;Ein deutscher Professor , der in engem Kontakt mit einem Krankenhaus in Wuhan steht , erklärt , welche sieben Lehren wir hierzulande daraus ziehen können .;TRUE;TRUE;FALSE;Professor;3.0;erklärt;16.0;;;SVO;wrong prediction
0;deu;2019;Pre-ChatGPT;2019-04-10;SV_only;Die Forderungen gehen noch weiter , würden aber letztlich dazu führen , die E - Scooter möglichst unattraktiv zu machen und die Umsetzung der Verordnung möglichst kompliziert und bürokratisch .;TRUE;TRUE;FALSE;Forderungen;2.0;gehen;3.0;;;SV_only;right prediction
0;deu;2020;Pre-ChatGPT;2020-09-07;SV_only;Zudem wird die Datengenauigkeit erhöht und isolierte Systeme und Prozesse werden in eine einzige Umgebung integriert .;TRUE;TRUE;FALSE;Datengenauigkeit;4.0;erhöht;5.0;;;SV_only;right prediction
0;deu;2022;Pre-ChatGPT;2022-06-15;SV_only;Asunción : Ein Primär - und ein Sekundärradar , die von der Zivilen Luftfahrtbehörde für insgesamt 50,82 Milliarden Guaraníes von der Firma Omni SA gekauft und mit Verzögerungen an dem Flughafen Concepción installiert wurden , funktionieren nicht ordnungsgemäß .;TRUE;TRUE;FALSE;Primär;4.0;funktionieren;36.0;;;SV_only;right prediction
0;deu;2024;Post-ChatGPT;2024-02-16;SV_only;Es tat ihm gut , diesen Monat komplett trainieren zu können “ , lobte - Coach Terzic mit Verweis auf den zuletzt überschaubaren Terminkalender ohne Englische Wochen , machte aber auch deutlich : „ Wir hoffen , dass wir die Grenze noch nicht erreicht haben .;TRUE;TRUE;FALSE;Coach;16.0;lobte;14.0;;;SVO;wrong prediction
0;deu;2024;Post-ChatGPT;2024-02-28;SV_only;In dem vergangenen Jahr wurden bis Ende September etwas mehr als 200 Verdächtige mithilfe der Videofilme identifiziert .;TRUE;TRUE;FALSE;Verdächtige;13.0;identifiziert;17.0;;;OVS;wrong prediction
0;deu;2023;Post-ChatGPT;2023-10-09;SV_only;"Wir setzen auf Stabilität und Kontinuität , um diese Herausforderungen zu bewältigen "" , betonte SPÖ - Klubobmann Hannes Schwarz , dass für die SP Neuwahlen nicht zu der Debatte stünden .";TRUE;TRUE;FALSE;Wir;1.0;setzen;2.0;;;SVO;wrong prediction
0;deu;2019;Pre-ChatGPT;2019-12-05;INCOMPLETE;In erster Linie mächtige Frauen des Regenbogens , in zweiter Linie Feministinnen , begleitet von unseren Männern , auch sie Feministen und Gefährten in dem Kampf für das Gute .;FALSE;FALSE;FALSE;;;;;;;INCOMPLETE;right prediction
0;deu;2019;Pre-ChatGPT;2019-02-26;INCOMPLETE;Bei dem Damen- ​Teamspringen konnte die deutsche Mannschaft mit Vogt , Katharina Althaus , Ramona Straub und Juliane Seyfarth ihrer Favoritenrolle gerecht werden und siegte vor Österreich und Norwegen .;FALSE;FALSE;FALSE;;;;;;;OVS;wrong prediction
0;deu;2020;Pre-ChatGPT;2020-12-02;VSO;In insgesamt 15 Spielen errangen sie nur je einen Sieg .;TRUE;TRUE;TRUE;sie;6.0;errangen;5.0;Sieg;10.0;OVS;wrong prediction
0;deu;2022;Pre-ChatGPT;2022-01-07;VSO;In dem Juli fanden Montagearbeiter in einer Bunkeranlage in einem Wald in Oranienburg die Leiche der 26 - Jährigen .;TRUE;TRUE;TRUE;Montagearbeiter;5.0;fanden;4.0;Leiche;15.0;OVS;wrong prediction
0;deu;2020;Pre-ChatGPT;2020-11-04;VSO;Bis Mittwoch hinderte die Blessur den 26 -Jährigen daran , an dem Training der Löwen teilzunehmen .;TRUE;TRUE;TRUE;Blessur;5.0;hinderte;3.0;-Jährigen;8.0;OVS;wrong prediction
0;deu;2020;Pre-ChatGPT;2020-06-30;SOV;Sein internationales Netzwerk , sein ausgeprägter Unternehmergeist und sein leidenschaftliches Engagement haben unseren Verein in besonderer Weise geformt .;TRUE;TRUE;TRUE;Netzwerk;3.0;geformt;18.0;Verein;14.0;SVO;wrong prediction
0;deu;2019;Pre-ChatGPT;2019-01-16;VSO;Nach der Rückfahrt nach Jekaterinburg und einem Abschiedsabendessen begeben wir uns zu dem Bahnhof .;TRUE;TRUE;TRUE;wir;10.0;begeben;9.0;uns;11.0;OVS;wrong prediction
1;deu;unknown;unknown;unknown;INCOMPLETE;Februar könne man aus virologischer Sicht nicht ausgehen , heißt es in dem Kanzleramt .;FALSE;TRUE;FALSE;;;heißt;10.0;;;INCOMPLETE;right prediction
0;deu;2020;Pre-ChatGPT;2020-04-02;INCOMPLETE;Es könnte also sein , dass man deutlich länger auf den Router warten muss , als das normalerweise der Fall wäre .;FALSE;TRUE;FALSE;;;sein;4.0;;;SV_only;wrong prediction
0;deu;2021;Pre-ChatGPT;2021-01-15;INCOMPLETE;Ein strategisches Dossier über ihn habe man nicht in der Schublade , heißt es aus Parteikreisen .;FALSE;TRUE;FALSE;;;heißt;13.0;;;OVS;wrong prediction
0;deu;2019;Pre-ChatGPT;2019-12-13;SV_only;Rund um das Mehrfamilienhaus liegen nun viele Glasscherben , Autos wurden von umherfliegenden Teilen beschädigt .;TRUE;TRUE;FALSE;Glasscherben;8.0;liegen;5.0;;;OVS;wrong prediction
0;rus;2023;Post-ChatGPT;2023-12-27;SVO;Кроме того , Кабмин утвердил план мероприятий для реализации Стратегии интегрированного управления границами .;TRUE;TRUE;TRUE;Кабмин;4.0;утвердил;5.0;план;6.0;SVO;Correct with model
0;rus;2020;Pre-ChatGPT;2020-11-24;SV_only;Спор вокруг павильона на Некрасовском рынке идет давноподжигали злоумышленники .;TRUE;TRUE;FALSE;Спор;1.0;идет;7.0;;;SV_only;Correct with model. давноподжигали - 2 words which should be separated with space, even though model annotated correctly - surprisingly
0;rus;2022;Pre-ChatGPT;2022-03-24;SVO;Напомним , Российская Федерация начала полномасштабное вторжение в Украину 24 февраля 2022 года .;TRUE;TRUE;TRUE;Федерация;4.0;начала;5.0;вторжение;7.0;SVO;Correct with model
0;rus;2023;Post-ChatGPT;2023-04-26;INCOMPLETE;Требуется представить портфолио , создать видеоролик , написать эссе , пройти непростое тестирование .;FALSE;TRUE;FALSE;;;Требуется;1.0;;;INCOMPLETE;Correct with model. портфолио is an object inside an embedded infinitival construction
0;rus;2021;Pre-ChatGPT;2021-09-23;INCOMPLETE;Самое сложное – уметь конструктивно изложить неприятные вещи , потому что в каждом хочется видеть хорошее .;FALSE;FALSE;FALSE;;;;;;;SV_only;Incorrect, but if we consider that our model looks only for root verb in main clause then INCOMPLETE is correct annotation.
0;rus;2022;Pre-ChatGPT;2022-03-09;SV_only;Новосибирские власти помогут семьям погибших на Украине военных - РИА Новости , 09.03 .;TRUE;TRUE;FALSE;власти;2.0;помогут;3.0;;;SVO;Incorrect, семьям погибших - object
0;rus;2023;Post-ChatGPT;2023-08-03;INCOMPLETE;"Итогом такой целенаправленной работы должен стать документ , который будет способствовать выстраиванию эффективного взаимодействия между государственными органами , гражданами и субъектами хозяйствования "" , - дополнила Наталья Тарасенко .";FALSE;FALSE;FALSE;;;;;;;SV_only;Incorrect, hard multi clause sentence
0;rus;2021;Pre-ChatGPT;2021-07-04;SVO;Многие наверняка помнят ужасные фотографии 2018 года из города Парадайз , где огонь пожирал все на своем пути .;TRUE;TRUE;TRUE;Многие;1.0;помнят;3.0;фотографии;5.0;SVO;Correct with model
0;rus;2020;Pre-ChatGPT;2020-04-25;SV_only;Смартфон работает под управлением Android 10 и оснащён аккумулятором на 4000 мА·ч .;TRUE;TRUE;FALSE;Смартфон;1.0;работает;2.0;;;SV_only;Correct with model
0;rus;2023;Post-ChatGPT;2023-01-12;INCOMPLETE;Кроме того , полезно включить легкую физическую активность перед сном , советует Утяшева .;FALSE;FALSE;FALSE;;;;;;;SV_only;Incorrect, probably model could find main clause with subject which is in the end
0;rus;2024;Post-ChatGPT;2024-12-13;SVO;Искусственный интеллект заменяет десятки специальностей , а вчерашний блогер- любитель сегодня по охвату и авторитету тягается с целыми редакциями .;TRUE;TRUE;TRUE;интеллект;2.0;заменяет;3.0;десятки;4.0;SVO;Correct with model
0;rus;2021;Pre-ChatGPT;2021-11-03;INCOMPLETE;Отметим , что Усик является обладателем трех поясов в сверхтяжелом весе — WBA , WBO и IBF .;FALSE;TRUE;FALSE;;;Отметим;1.0;;;SV_only;Incorrect, because model treated 1st clause as main where was no subject
0;rus;2023;Post-ChatGPT;2023-08-09;SV_only;Зеленский также подчеркнул , что другие государства , которые вступили в НАТО , сделали это из-за опасения возвращения назад Советского Союза .;TRUE;TRUE;FALSE;Зеленский;1.0;подчеркнул;3.0;;;SV_only;Correct with model
0;rus;2021;Pre-ChatGPT;2021-11-03;SVO;Сенатор назвал условие , при котором возможна нормализация отношений между Россией и Украиной Фото : president .;TRUE;TRUE;TRUE;Сенатор;1.0;назвал;2.0;условие;3.0;SVO;Correct with model
0;rus;2020;Pre-ChatGPT;2020-03-27;SV_only;Директор единого поставщика питания Александр Банцекин пояснил , что компания готова организовать такую работу , продукты питания на складах есть .;TRUE;TRUE;FALSE;Директор;1.0;пояснил;7.0;;;SV_only;Correct with model
0;rus;2024;Post-ChatGPT;2024-09-23;INCOMPLETE;Старыми носками можно не только протирать поверхность автомобиля от пыли или грязи .;FALSE;FALSE;FALSE;;;;;;;INCOMPLETE;Correct with model
0;rus;2022;Pre-ChatGPT;2022-04-08;SV_only;Днём в четверг , 7 апреля , в Сочи произошло смертельное ДТП .;TRUE;TRUE;FALSE;ДТП;12.0;произошло;10.0;;;SV_only;Correct with model
1;rus;unknown;unknown;unknown;INCOMPLETE;Док сначала , потом сама постройка корпуса , потом доводка , потому что все заработает не сразу , потом испытания » , - написал Andrey Popov .;FALSE;FALSE;FALSE;;;;;;;SV_only;Incorrect, probably model could find main clause with subject which is in the end
1;rus;unknown;unknown;unknown;SVO;Клавдия сыграла дочь главной героини Лизу , которая не верит в то , что ее мать мертва , и продолжает ее разыскивать даже после официального заявления о ее смерти .;TRUE;TRUE;TRUE;Клавдия;1.0;сыграла;2.0;дочь;3.0;SVO;Correct with model
0;rus;2024;Post-ChatGPT;2024-11-19;SV_only;Наши эксперты , среди которых много и молодых , активно выступают в средствах массовой информации , комментируют текущие политические события , - рассказал руководитель Центра политологии .;TRUE;TRUE;FALSE;эксперты;2.0;выступают;11.0;;;SV_only;Correct with model
