sent_id,language,year,period,date,word_order,sentence,has_subject,has_verb,has_object,subj_text,subj_pos,verb_text,verb_pos,obj_text,obj_pos,true_word_order,notes
0,eng,2020,Pre-ChatGPT,2020-11-03,INCOMPLETE,"In other words , studying the event invitation can be useful .",False,False,False,,,,,,,INCOMPLETE,right prediction
0,eng,2018,Pre-ChatGPT,2018-08-21,INCOMPLETE,"When in doubt , it is important to speak with a doctor .",False,False,False,,,,,,,SVO,wrong prediction
0,eng,2020,Pre-ChatGPT,2020-12-21,INCOMPLETE,An oil diffuser that looks good enough to leave out as a decorative object .,False,False,False,,,,,,,INCOMPLETE,right prediction
0,eng,2020,Pre-ChatGPT,2020-07-31,INCOMPLETE,Aug. 3 through Aug. 7 with a session from 1 to 2 p.m. daily for ages 6 to 7 and a session from 2:30 to 4 p.m. daily for ages 8 and older .,False,False,False,,,,,,,INCOMPLETE,right prediction
0,eng,2019,Pre-ChatGPT,2019-11-23,SV_only,Just the one wicket today for nearly 100 runs scored .,True,True,False,wicket,4,scored,10,,,SV_only,right prediction
0,eng,2018,Pre-ChatGPT,2018-02-02,INCOMPLETE,This year was no different in terms of the grandiose promises made to farmers .,False,False,False,,,,,,,SVO,wrong prediction
0,eng,2023,Post-ChatGPT,2023-02-21,SVO,You can get your bonus by playing crypto casino games and earning Welcome Bonus points .,True,True,True,You,1,get,3,bonus,5,SVO,right prediction
0,eng,2020,Pre-ChatGPT,2020-02-16,INCOMPLETE,All bolstered by a knowledge and curiosity that was frankly awesome as well as inspiring .,False,False,False,,,,,,,SVO,wrong prediction
0,eng,2024,Post-ChatGPT,2024-03-10,SV_only,"That is the whole reason we fast , '' Suara said .",True,True,False,Suara,10,said,11,,,SVO,wrong prediction
0,eng,2019,Pre-ChatGPT,2019-06-05,SVO,"First , the definition of "" private interest "" in the legislation excludes certain things — but notably not "" political "" interest .",True,True,True,definition,4,excludes,13,things,15,SVO,right prediction
0,eng,2018,Pre-ChatGPT,2018-10-31,INCOMPLETE,"Also joining the Elks were Shirley Benesch , Jerry Henry , Don na McConnell , and Shawn Stewart of Lake Forest .",False,False,False,,,,,,,VSO,wrong prediction
0,eng,2023,Post-ChatGPT,2023-11-20,SV_only,"So , once we had the idea , we had to wait for Thursday Night Football to come around .",True,True,False,we,9,had,10,,,SVO,wrong prediction
0,eng,2019,Pre-ChatGPT,2019-02-20,SV_only,Morrissey vowed not to buy Canadian products or perform in the country back in 2006 as a “ protest against the barbaric slaughter of baby seals . ”,True,True,False,Morrissey,1,vowed,2,,,SVO,wrong prediction
0,eng,2018,Pre-ChatGPT,2018-11-27,SVO,"In refusing to heed a call from 200 well - known musicians , academics , trade unionists and NDP members to withdraw from the Canada - Israel Interparliamentary Group ( CIIG ) the party leadership cites the need for “ dialogue ” .",True,True,True,leadership,35,cites,36,need,38,SVO,right prediction
0,eng,2019,Pre-ChatGPT,2019-10-30,SVO,Cities and towns across Connecticut have formed volunteer committees to help with the census .,True,True,True,Cities,1,formed,7,committees,9,SVO,right prediction
0,eng,2023,Post-ChatGPT,2023-04-26,SVO,"For many , the experience of completing a marathon has two different stages .",True,True,True,experience,5,has,10,stages,13,SVO,right prediction
0,eng,2023,Post-ChatGPT,2023-10-07,SV_only,"• None September 's jobs report came in hotter than expected , and could indicate higher Federal Reserve rates .",True,True,False,report,6,came,7,,,SVO,wrong prediction
0,eng,2020,Pre-ChatGPT,2020-03-29,SV_only,"The coronavirus is spreading across France as the recent yellow vest movement has reinforced the historic divisions between Paris and the rest of the country , he added .",True,True,False,he,27,added,28,,,SVO,wrong prediction
0,eng,2019,Pre-ChatGPT,2019-12-18,SV_only,It did not happen and it unlikely to in the near future .,True,True,False,It,1,happen,4,,,SV_only,right prediction
0,eng,2018,Pre-ChatGPT,2018-05-11,SVO,But I ’d do all it again for this country . ”,True,True,True,I,2,do,4,it,6,SVO,right prediction
0,deu,2021,Pre-ChatGPT,2021-05-26,INCOMPLETE,Diese wissenschaftlich erprobten Gedächtnis - Fitnessübungen sind ein abwechslungsreiches Training für die kleinen grauen Zellen .,False,False,False,,,,,,,SVO,wrong prediction
0,deu,2022,Pre-ChatGPT,2022-06-02,INCOMPLETE,"Und sogar gerne begründen , warum es ungerecht wäre , wenn das russische Volk westliche Schokolade entbehren müsste .",False,True,False,,,begründen,4,,,INCOMPLETE,right prediction
0,deu,2020,Pre-ChatGPT,2020-04-03,SV_only,"Ein deutscher Professor , der in engem Kontakt mit einem Krankenhaus in Wuhan steht , erklärt , welche sieben Lehren wir hierzulande daraus ziehen können .",True,True,False,Professor,3,erklärt,16,,,SVO,wrong prediction
0,deu,2019,Pre-ChatGPT,2019-04-10,SV_only,"Die Forderungen gehen noch weiter , würden aber letztlich dazu führen , die E - Scooter möglichst unattraktiv zu machen und die Umsetzung der Verordnung möglichst kompliziert und bürokratisch .",True,True,False,Forderungen,2,gehen,3,,,SV_only,right prediction
0,deu,2020,Pre-ChatGPT,2020-09-07,SV_only,Zudem wird die Datengenauigkeit erhöht und isolierte Systeme und Prozesse werden in eine einzige Umgebung integriert .,True,True,False,Datengenauigkeit,4,erhöht,5,,,SV_only,right prediction
0,deu,2022,Pre-ChatGPT,2022-06-15,SV_only,"Asunción : Ein Primär - und ein Sekundärradar , die von der Zivilen Luftfahrtbehörde für insgesamt 50,82 Milliarden Guaraníes von der Firma Omni SA gekauft und mit Verzögerungen an dem Flughafen Concepción installiert wurden , funktionieren nicht ordnungsgemäß .",True,True,False,Primär,4,funktionieren,36,,,SV_only,right prediction
0,deu,2024,Post-ChatGPT,2024-02-16,SV_only,"Es tat ihm gut , diesen Monat komplett trainieren zu können “ , lobte - Coach Terzic mit Verweis auf den zuletzt überschaubaren Terminkalender ohne Englische Wochen , machte aber auch deutlich : „ Wir hoffen , dass wir die Grenze noch nicht erreicht haben .",True,True,False,Coach,16,lobte,14,,,SVO,wrong prediction
0,deu,2024,Post-ChatGPT,2024-02-28,SV_only,In dem vergangenen Jahr wurden bis Ende September etwas mehr als 200 Verdächtige mithilfe der Videofilme identifiziert .,True,True,False,Verdächtige,13,identifiziert,17,,,OVS,wrong prediction
0,deu,2023,Post-ChatGPT,2023-10-09,SV_only,"Wir setzen auf Stabilität und Kontinuität , um diese Herausforderungen zu bewältigen "" , betonte SPÖ - Klubobmann Hannes Schwarz , dass für die SP Neuwahlen nicht zu der Debatte stünden .",True,True,False,Wir,1,setzen,2,,,SVO,wrong prediction
0,deu,2019,Pre-ChatGPT,2019-12-05,INCOMPLETE,"In erster Linie mächtige Frauen des Regenbogens , in zweiter Linie Feministinnen , begleitet von unseren Männern , auch sie Feministen und Gefährten in dem Kampf für das Gute .",False,False,False,,,,,,,INCOMPLETE,right prediction
0,deu,2019,Pre-ChatGPT,2019-02-26,INCOMPLETE,"Bei dem Damen- ​Teamspringen konnte die deutsche Mannschaft mit Vogt , Katharina Althaus , Ramona Straub und Juliane Seyfarth ihrer Favoritenrolle gerecht werden und siegte vor Österreich und Norwegen .",False,False,False,,,,,,,OVS,wrong prediction
0,deu,2020,Pre-ChatGPT,2020-12-02,VSO,In insgesamt 15 Spielen errangen sie nur je einen Sieg .,True,True,True,sie,6,errangen,5,Sieg,10,OVS,wrong prediction
0,deu,2022,Pre-ChatGPT,2022-01-07,VSO,In dem Juli fanden Montagearbeiter in einer Bunkeranlage in einem Wald in Oranienburg die Leiche der 26 - Jährigen .,True,True,True,Montagearbeiter,5,fanden,4,Leiche,15,OVS,wrong prediction
0,deu,2020,Pre-ChatGPT,2020-11-04,VSO,"Bis Mittwoch hinderte die Blessur den 26 -Jährigen daran , an dem Training der Löwen teilzunehmen .",True,True,True,Blessur,5,hinderte,3,-Jährigen,8,OVS,wrong prediction
0,deu,2020,Pre-ChatGPT,2020-06-30,SOV,"Sein internationales Netzwerk , sein ausgeprägter Unternehmergeist und sein leidenschaftliches Engagement haben unseren Verein in besonderer Weise geformt .",True,True,True,Netzwerk,3,geformt,18,Verein,14,SVO,wrong prediction
0,deu,2019,Pre-ChatGPT,2019-01-16,VSO,Nach der Rückfahrt nach Jekaterinburg und einem Abschiedsabendessen begeben wir uns zu dem Bahnhof .,True,True,True,wir,10,begeben,9,uns,11,OVS,wrong prediction
1,deu,unknown,unknown,unknown,INCOMPLETE,"Februar könne man aus virologischer Sicht nicht ausgehen , heißt es in dem Kanzleramt .",False,True,False,,,heißt,10,,,INCOMPLETE,right prediction
0,deu,2020,Pre-ChatGPT,2020-04-02,INCOMPLETE,"Es könnte also sein , dass man deutlich länger auf den Router warten muss , als das normalerweise der Fall wäre .",False,True,False,,,sein,4,,,SV_only,wrong prediction
0,deu,2021,Pre-ChatGPT,2021-01-15,INCOMPLETE,"Ein strategisches Dossier über ihn habe man nicht in der Schublade , heißt es aus Parteikreisen .",False,True,False,,,heißt,13,,,OVS,wrong prediction
0,deu,2019,Pre-ChatGPT,2019-12-13,SV_only,"Rund um das Mehrfamilienhaus liegen nun viele Glasscherben , Autos wurden von umherfliegenden Teilen beschädigt .",True,True,False,Glasscherben,8,liegen,5,,,OVS,wrong prediction
0,deu,2023,Post-ChatGPT,2023-08-18,SV_only,Der Artikel führt in die Grundlagen ein und stellt Anwendungsszenarien vor .,True,True,False,Artikel,2,führt,3,,,SVO,wrong prediction
0,deu,2023,Post-ChatGPT,2023-09-23,INCOMPLETE,"Auch in dem Osten des Landes scheint es den Truppen Kiews zu gelingen , den Frontverlauf allmählich zu verschieben .",False,True,False,,,scheint,7,,,OSV,wrong prediction
0,deu,2023,Post-ChatGPT,2023-05-14,SVO,"Die Bahn bot zuletzt zehn Prozent Lohnerhöhung für untere und mittlere Einkommen in zwei Schritten , mit einer Nullrunde bis März 2024 und einer Laufzeit von 27 Monaten .",True,True,True,Bahn,2,bot,3,Lohnerhöhung,7,SVO,right prediction
0,deu,2024,Post-ChatGPT,2024-11-12,INCOMPLETE,Die nächste Sitzung des Welterbekomitees ist für den Sommer 2025 vorgesehen .,False,False,False,,,,,,,SOV,wrong prediction
0,deu,2024,Post-ChatGPT,2024-01-19,VSO,"Damit mitgliederstarke Vereine nicht bevorteilt waren , machte das Ergebnis der Abstimmung in dem Internet nur 50 Prozent aus .",True,True,True,Ergebnis,10,machte,8,Prozent,18,SVO,wrong prediction
0,deu,2023,Post-ChatGPT,2023-01-18,INCOMPLETE,Die Partie in Amsterdam ist mit insgesamt 55 500 Zuschauern bereits ausverkauft .,False,False,False,,,,,,,SOV,wrong prediction
0,deu,2019,Pre-ChatGPT,2019-06-28,SV_only,"TV - Dinosaurier Frank Elstner kritisiert , dass Fernsehsender heutzutage zu unkreativ und vorhersehbar seien .",True,True,False,Dinosaurier,3,kritisiert,6,,,SV_only,right prediction
0,deu,2021,Pre-ChatGPT,2021-01-04,VSO,"Ja , als während des Corona - Lockdowns die Flagge eingerollt werden musste , vermissten viele Leute das für Obwalden einzigartige Angebot .",True,True,True,Leute,17,vermissten,15,Angebot,22,SVO,wrong prediction
0,deu,2021,Pre-ChatGPT,2021-02-09,SV_only,"Die Forscher vermuten aber , dass ein ausreichend starker Schutz erst nach der zweiten Dosis erreicht wird und raten daher von Überlegungen ab , die Impfungen aus Mangel auf eine Dosis zu reduzieren .",True,True,False,Forscher,2,vermuten,3,,,SV_only,right prediction
0,deu,2022,Pre-ChatGPT,2022-08-15,SV_only,"Während die Ukraine Russland schwerste Kriegsverbrechen und eine blutige Besatzungspolitik vorwirft , behauptete Putin einmal mehr , dass "" der Boden des Donbass Schritt für Schritt befreit wird "" von ukrainischen Nationalisten .",True,True,False,Putin,14,behauptete,13,,,SVO,wrong prediction
0,deu,2020,Pre-ChatGPT,2020-03-30,SV_only,"Die Routine drückt auf das Gemüt , zehrt an den Nerven und kleine Streitereien kochen rasch hoch .",True,True,False,Routine,2,drückt,3,,,SVO,wrong prediction
0,deu,2024,Post-ChatGPT,2024-08-12,SVO,Und nur eine kleine Gruppe zeigte sich noch unentschlossen .,True,True,True,Gruppe,5,zeigte,6,sich,7,SVO,right prediction
0,deu,2022,Pre-ChatGPT,2022-09-23,SV_only,"Konkrete Serienpläne gibt es nicht , VW bezeichnet das Konzept jedoch als realistischen Ausblick auf die Mobilität des kommenden Jahrzehnts .",True,True,False,Serienpläne,2,gibt,3,,,OVS,wrong prediction
0,deu,2020,Pre-ChatGPT,2020-01-17,VSO,"Bei den Feroz Awards legte Schauspielerin ( 45 , "" Vicky , Christina , Barcelona "" ) an dem Donnerstagabend einen besonders interessanten Auftritt hin .",True,True,True,Schauspielerin,6,legte,5,Auftritt,24,OVS,wrong prediction
0,deu,2021,Pre-ChatGPT,2021-09-20,INCOMPLETE,"Auch wolle er , dass "" alle politischen Instrumente gegen den Leerstand "" zu dem Einsatz gebracht werden , so Willi .",False,False,False,,,,,,,INCOMPLETE,right prediction
0,deu,2024,Post-ChatGPT,2024-12-14,SVO,Der 28- jährige Vorarlberger machte in dem zweiten Durchgang bei immer schwieriger werdenden Bedingungen 22 Plätze gut und musste sich nur dem zu der Halbzeit führenden Schweizer Marco Odermatt geschlagen geben .,True,True,True,Vorarlberger,4,machte,5,Plätze,16,SOV,wrong prediction
0,deu,2019,Pre-ChatGPT,2019-10-13,SVO,"Torfestival für Hicret - Der SC trennt sich bei Türkgücü Gütersloh 3:3 , Demba Seck trifft doppelt .",True,True,True,Torfestival,1,trennt,7,3:3,12,SVO,right prediction
0,deu,2021,Pre-ChatGPT,2021-08-11,SV_only,"Der New Yorker Gouverneur habe „ verdammt gute Arbeit “ geleistet , sagt er .",True,True,False,er,14,sagt,13,,,SOV,wrong prediction
0,deu,2023,Post-ChatGPT,2023-03-11,VSO,An dem 7. Januar feierte Metropolit Epiphanius von der konkurrierenden Orthodoxen Kirche der Ukraine schon einen Weihnachtsgottesdienst in dem Höhlenkloster .,True,True,True,Metropolit,6,feierte,5,Weihnachtsgottesdienst,17,OVS,wrong prediction
0,deu,2019,Pre-ChatGPT,2019-09-23,SV_only,"Dem deutschen Ferienflieger sollte eine faire Chance zu dem langfristigen Weiterbetrieb gegeben werden "" , so Beisel abschließend .",True,True,False,Chance,7,gegeben,12,,,OVS,wrong prediction
0,deu,2020,Pre-ChatGPT,2020-05-23,SV_only,"Wegen der Aussergewöhnlichkeit dieser Krise wählen wir auch einen aussergewöhnlichen Weg , denn das ist notwendig , um auf diese nie dagewesene Krise auch eine Antwort zu finden "" , argumentiert die Kanzlerin .",True,True,False,Kanzlerin,33,argumentiert,31,,,OVS,wrong prediction
0,deu,2021,Pre-ChatGPT,2021-03-31,SVO,Die deutschen Amtsärzte fordern in der Debatte um Maßnahmen gegen die dritte Corona - Infektionswelle einen harten Lockdown .,True,True,True,Amtsärzte,3,fordern,4,Lockdown,18,SVO,right prediction
0,deu,2021,Pre-ChatGPT,2021-02-27,VOS,Da machte sich auch die lange Ausfallsliste von Stammspielern bemerkbar : Neben den verletzten Andreas Gruber und Petar Filipovic fehlten Kapitän Gernot Trauner und Mittelfeldregisseur Peter Michorl gesperrt .,True,True,True,Ausfallsliste,7,machte,2,sich,3,OSV,wrong prediction
0,deu,2020,Pre-ChatGPT,2020-03-13,SV_only,"Egal , wo wir hinkommen – überall gehen Türen und Herzen auf , und wir kommen wie sonst kaum auf Reisen mit den Einheimischen in Kontakt .",True,True,False,Türen,9,gehen,8,,,OVS,wrong prediction
0,deu,2021,Pre-ChatGPT,2021-07-29,VSO,Mit „ Black Widow “ feiert Scarlett Johansson derzeit ihren neuesten Erfolg .,True,True,True,Scarlett,7,feiert,6,Erfolg,12,OVS,wrong prediction
0,deu,2020,Pre-ChatGPT,2020-03-06,SV_only,Das Quartett besteht aus Musikern führender Sinfonieorchester in NRW .,True,True,False,Quartett,2,besteht,3,,,SVO,wrong prediction
0,deu,2021,Pre-ChatGPT,2021-11-07,SV_only,"Sie Akrobatin , er Trapezkünstler , 1972 aus Ungarn in die USA emigriert .",True,True,False,Sie,1,emigriert,13,,,INCOMPLETE,wrong prediction
0,deu,2020,Pre-ChatGPT,2020-06-03,SOV,Für die Studie hatten Forscher der Harvard Medical School in Boston und des Universitätsspitals die Daten von 96.000 Patienten in hunderten Krankenhäusern weltweit ausgewertet .,True,True,True,Forscher,5,ausgewertet,24,Daten,16,OSV,wrong prediction
0,deu,2019,Pre-ChatGPT,2019-12-18,SV_only,Ihr war es dabei um mehr gegangen als das Geld .,True,True,False,es,3,gegangen,7,,,OVS,wrong prediction
0,deu,2021,Pre-ChatGPT,2021-04-03,SVO,"Stau - Informationen lassen sich optisch für jede einzelne Straße anzeigen , das kennt man schon lange bei den deutschen Premiumherstellern .",True,True,True,Informationen,3,lassen,4,sich,5,SOV,wrong prediction
0,rus,2023,Post-ChatGPT,2023-12-27,SVO,"Кроме того , Кабмин утвердил план мероприятий для реализации Стратегии интегрированного управления границами .",True,True,True,Кабмин,4,утвердил,5,план,6,,
0,rus,2020,Pre-ChatGPT,2020-11-24,SV_only,Спор вокруг павильона на Некрасовском рынке идет давноподжигали злоумышленники .,True,True,False,Спор,1,идет,7,,,,
0,rus,2022,Pre-ChatGPT,2022-03-24,SVO,"Напомним , Российская Федерация начала полномасштабное вторжение в Украину 24 февраля 2022 года .",True,True,True,Федерация,4,начала,5,вторжение,7,,
0,rus,2023,Post-ChatGPT,2023-04-26,INCOMPLETE,"Требуется представить портфолио , создать видеоролик , написать эссе , пройти непростое тестирование .",False,True,False,,,Требуется,1,,,,
0,rus,2021,Pre-ChatGPT,2021-09-23,INCOMPLETE,"Самое сложное – уметь конструктивно изложить неприятные вещи , потому что в каждом хочется видеть хорошее .",False,False,False,,,,,,,,
0,rus,2022,Pre-ChatGPT,2022-03-09,SV_only,"Новосибирские власти помогут семьям погибших на Украине военных - РИА Новости , 09.03 .",True,True,False,власти,2,помогут,3,,,,
0,rus,2023,Post-ChatGPT,2023-08-03,INCOMPLETE,"Итогом такой целенаправленной работы должен стать документ , который будет способствовать выстраиванию эффективного взаимодействия между государственными органами , гражданами и субъектами хозяйствования "" , - дополнила Наталья Тарасенко .",False,False,False,,,,,,,,
0,rus,2021,Pre-ChatGPT,2021-07-04,SVO,"Многие наверняка помнят ужасные фотографии 2018 года из города Парадайз , где огонь пожирал все на своем пути .",True,True,True,Многие,1,помнят,3,фотографии,5,,
0,rus,2020,Pre-ChatGPT,2020-04-25,SV_only,Смартфон работает под управлением Android 10 и оснащён аккумулятором на 4000 мА·ч .,True,True,False,Смартфон,1,работает,2,,,,
0,rus,2023,Post-ChatGPT,2023-01-12,INCOMPLETE,"Кроме того , полезно включить легкую физическую активность перед сном , советует Утяшева .",False,False,False,,,,,,,,
0,rus,2024,Post-ChatGPT,2024-12-13,SVO,"Искусственный интеллект заменяет десятки специальностей , а вчерашний блогер- любитель сегодня по охвату и авторитету тягается с целыми редакциями .",True,True,True,интеллект,2,заменяет,3,десятки,4,,
0,rus,2021,Pre-ChatGPT,2021-11-03,INCOMPLETE,"Отметим , что Усик является обладателем трех поясов в сверхтяжелом весе — WBA , WBO и IBF .",False,True,False,,,Отметим,1,,,,
0,rus,2023,Post-ChatGPT,2023-08-09,SV_only,"Зеленский также подчеркнул , что другие государства , которые вступили в НАТО , сделали это из-за опасения возвращения назад Советского Союза .",True,True,False,Зеленский,1,подчеркнул,3,,,,
0,rus,2021,Pre-ChatGPT,2021-11-03,SVO,"Сенатор назвал условие , при котором возможна нормализация отношений между Россией и Украиной Фото : president .",True,True,True,Сенатор,1,назвал,2,условие,3,,
0,rus,2020,Pre-ChatGPT,2020-03-27,SV_only,"Директор единого поставщика питания Александр Банцекин пояснил , что компания готова организовать такую работу , продукты питания на складах есть .",True,True,False,Директор,1,пояснил,7,,,,
0,rus,2024,Post-ChatGPT,2024-09-23,INCOMPLETE,Старыми носками можно не только протирать поверхность автомобиля от пыли или грязи .,False,False,False,,,,,,,,
0,rus,2022,Pre-ChatGPT,2022-04-08,SV_only,"Днём в четверг , 7 апреля , в Сочи произошло смертельное ДТП .",True,True,False,ДТП,12,произошло,10,,,,
1,rus,unknown,unknown,unknown,INCOMPLETE,"Док сначала , потом сама постройка корпуса , потом доводка , потому что все заработает не сразу , потом испытания » , - написал Andrey Popov .",False,False,False,,,,,,,,
1,rus,unknown,unknown,unknown,SVO,"Клавдия сыграла дочь главной героини Лизу , которая не верит в то , что ее мать мертва , и продолжает ее разыскивать даже после официального заявления о ее смерти .",True,True,True,Клавдия,1,сыграла,2,дочь,3,,
0,rus,2024,Post-ChatGPT,2024-11-19,SV_only,"Наши эксперты , среди которых много и молодых , активно выступают в средствах массовой информации , комментируют текущие политические события , - рассказал руководитель Центра политологии .",True,True,False,эксперты,2,выступают,11,,,,
0,rus,2019,Pre-ChatGPT,2019-09-15,INCOMPLETE,Ввиду враждебной позиции РФ добиться этого будет трудно .,False,False,False,,,,,,,,
0,rus,2021,Pre-ChatGPT,2021-07-03,SV_only,Две недели он провел в больнице после одного из застолий .,True,True,False,он,3,провел,4,,,,
0,rus,2024,Post-ChatGPT,2024-06-01,INCOMPLETE,"Когда ковровчанин увидел , что его преследует патрульный автомобиль , решил прибавить скорость , но врезался в стоящую машину , а потом врезался в сугроб .",False,True,False,,,решил,11,,,,
0,rus,2023,Post-ChatGPT,2023-04-25,OVS,По результатам соревнований второе место в номинации « Художественное слово » занял студент 3 курса специальности « Актерское искусство » Артем Кузнецов .,True,True,True,студент,13,занял,12,место,5,,
